gen_vendor_normalized,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,68,43,25
MAPLESOFT CONSULTING,29,25,4
SI SYSTEMS,21,13,8
MODIS CANADA,19,13,6
CANADIAN CORPS OF COMMISSIONAIRES,14,11,3
LIONBRIDGE,14,5,9
ERNST YOUNG,13,7,6
EDGAR,12,7,5
FREEBALANCE,10,8,2
MICROSOFT CANADA,10,8,2
MAXSYS STAFFING CONSULTING,10,6,4
WORKWISE OFFICE SERVICES,9,4,5
IHS GLOBAL CANADA,9,9,0
RIDEAU RECOGNITION SOLUTIONS,8,7,1
AVI SPL,8,4,4
V STRATEGIES,7,5,2
NISHA TECHONOLOGIES,7,7,0
XEROX,7,6,1
INDIGO PARK CANADA,7,5,2
ISI GLOBAL WEBCASTING,7,7,0
SNC LAVALIN,6,3,3
ORANGUTECH,6,5,1
DELL COMPUTER,6,6,0
SPIRIT STAFFING AND CONSULTING,6,3,3
SOFTCHOICE,6,5,1
GENESIS INTEGRATION,6,5,1
JACQUES ASSOCIATES,6,2,4
PRESIDIA SECURITY CONSULTING,5,5,0
SDL GLOBAL SOLUTIONS IRELAND,5,5,0
RANDSTAD,5,4,1
ADVANCED CHIPPEWA TECHNOLOGIES,5,5,0
SYSTEMATIC SOLUTIONS,5,2,3
IHS GLOBAL,5,5,0
HOMEWOOD HEALTH,5,5,0
THE HESTERVIEW,5,3,2
CNW GROUP,5,5,0
LES TRADUCTIONS TESSIER SCC,5,4,1
ALLIANCE FRANCAISE,5,5,0
ESRI,5,5,0
DMTI SPATIAL,4,4,0
EBSCO CANADA,4,4,0
DONNA CONA,4,3,1
GEOMATICS DATA MANAGEMENT,4,2,2
SP PLATTS PIRA ENERGY GROUP,4,3,1
SPICERS CANADA,4,3,1
SERVICEMASTER CALGARY,4,4,0
ROGERS,4,2,2
RIDEAU,4,4,0
BESC OTTAWA COB BOYDEN OTTAWA,4,3,1
MELTWATER NEWS CANADA,4,2,2
VIZWORX,4,2,2
JAKUBEC CONSULTING,4,3,1
HIGH CLOUDS,4,3,1
HALOGEN SOFTWARE,4,4,0
TETRO DESIGN SERVICES,4,1,3
RAYMOND CHABOT GRANT THORNTON,3,3,0
BELL CANADA,3,3,0
RBAC,3,3,0
EASTERN CANADA RESPONSE,3,3,0
THOMSON REUTERS,3,3,0
GUARDIAN PROTECTIVE CLOTHING,3,3,0
BANG THE TABLE CANADA,3,2,1
THE CENTER FOR SPATIAL ECONOMICS,3,3,0
RUBIN THOMLINSON,3,2,1
SBM CONSULTANTS,3,3,0
ANGUSONE,3,2,1
INTERNATIONAL REPORTING,3,2,1
SPIRIT STAFFING CONSULTING,3,1,2
STEPHEN OWUSU,3,1,2
ADR EDUCATION PARTNERSHIP,3,1,2
SYDNEYPLUS INTERNATIONAL,3,3,0
CSDC SYSTEMS,3,3,0
CAE,3,3,0
ODGERS BERNDTSON CANADA,3,2,1
PIDO PRODUCTIONS,3,1,2
GLEAN PRODUCTIONS,3,1,2
WHATIF TECHNOLOGIES,3,3,0
BLACKBERRY,3,3,0
INDIGENOUS ENGINEERING INCLUSION,2,2,0
ACT,2,2,0
ANDREW FRANCIS ASSOCIATES,2,2,0
BLUEWATER IDEAS,2,2,0
CANAD INNS RADISSON WINNIPEG,2,2,0
CARSWELL A DIVISION OF THOMSON REUTERS CANADA,2,2,0
CATHERINE M WATSON,2,1,1
CCI,2,2,0
CDW CANADA,2,2,0
CENTER FOR CONTEMPLATIVE DIALOGUE,2,1,1
CLEARVIEW STRATEGIC PARTNERS,2,2,0
COAST CHILLIWACK HOTEL,2,2,0
DANIELLE DEMERS CONSULTING,2,1,1
DARKHORSE ANALYTICS,2,2,0
DET NORSKE VERITAS,2,1,1
DIVESTCO,2,2,0
DPRA CANADA,2,1,1
EAGLE PROFESSIONAL RESOURCES,2,1,1
ECOLE DE LANGUES CAMPUS SAINT JEAN,2,2,0
EDSTAR,2,2,0
EMERGWEST CONSULTING,2,2,0
ENERGY EXCHANGE POLLUTION PROBE,2,1,1
EPERFORMANCE,2,2,0
FALLING APPLE SOLUTIONS,2,1,1
FREEMAN AUDIO VISUAL,2,2,0
FREEMAN AUDIO VISUALS CANADA,2,2,0
GENESIS,2,2,0
GENSCAPE,2,2,0
GOSECURE,2,2,0
IGNITE COLLABORATION SERVICES,2,2,0
IGNITE COLLABORATION SERVICES GROUP,2,2,0
IGNITE CSG,2,2,0
IHS MARKIT CANADA,2,2,0
INFOMART A DIVISION OF POSTMEDIA NETWORK,2,2,0
IRON WOLF CONSULTING,2,2,0
IRVING MITCHELL KALICHMAN,2,1,1
JASMINE ATAY DESIGN AND CREATIVE,2,1,1
JOHNSON CONTROLS CANADA,2,2,0
JOHN WILEY SONS,2,2,0
KIFINTI SOLUTIONS,2,2,0
LAWSON LUNDELL,2,2,0
LES TRADUCITONS TESSIER SCC,2,2,0
LES TRADUCTIONS TESSIER,2,2,0
MANAGED PROCESS CONSULTING TRADE NAME OPERATING ALSO AS SAFETY SCIENCE MANAGEMENT CONSULTING,2,2,0
MILES DAVISON,2,1,1
MOVING FORWARD,2,2,0
NAATOSI DESIGN CONSULTING,2,1,1
NAVIUS RESEARCH,2,2,0
NORTHERN MICRO,2,2,0
PALADIN CONSULTING,2,2,0
Q9 NETWORKS,2,2,0
QMR,2,2,0
RAYMOND CHABOT GRANT THORNTON CONSULTING,2,2,0
RESPECT GROUP,2,1,1
SAFTEY SCIENCE MANAGEMENT CONSULTING,2,2,0
SECURITY EXECUTIVE COUNCIL,2,1,1
S I SYTEMS,2,2,0
SPAN CONSULTING,2,2,0
STANFORD UNIVERSITY,2,2,0
STANTEC,2,2,0
STEELCASE CANADA,2,2,0
TALBOT MARKETING,2,2,0
THE INSTITUTE ON GOVERNANCE,2,1,1
THE PERSONAL PERFORMANCE GROUP,2,2,0
UNIVERSITY OF CALGARY,2,2,0
VERALEX CONSULTING SERVICES,2,2,0
WILEY PUBLISHING,2,2,0
WORKPLACE FAIRNESS INSTITUTE,2,2,0
WORKPLACE FAIRNESS WEST,2,1,1
FULCRUM TECHNICAL CONSUTLING,1,1,0
GBC CANADA A DIVISION OF ACCO BRANDS,1,1,0
TEKNION,1,1,0
CODES AND STANDARDS TRAINING INSTITUTE CASTI,1,1,0
ACT TECHNOLOGIES,1,1,0
GEOLOGIC SYSTEMS,1,1,0
COCENTRIC SOLUTIONS,1,1,0
GESTION DUBER,1,1,0
GETTY IMAGES,1,1,0
GETTYIMAGES,1,1,0
GLACIER REOURCE INNOVATION GROUP,1,1,0
C O 723186 ALBERTA PAUL RENNIE,1,1,0
GLOBAL PSYCHOLOGICAL SOLUTIONS,1,1,0
THE CENTER FOR COMTEMPLATIVE DIALOGUE,1,1,0
GREG SCHMIDT,1,1,0
GREG SCHMIDT CONSULTING,1,1,0
GREY EAGLE RESORT CASINO,1,1,0
GROUNDSWELL GROUP,1,1,0
CLYNE CONSULTING,1,1,0
GUDMUNDSETH MICKELSON,1,1,0
CLEAR VIEW STRATEGIC PARTNERS,1,1,0
HATCH,1,1,0
HEADWATER STRATEGY GROUP,1,1,0
HEMMERA ENVIROCHEM,1,1,0
HEWLETT PACKARD,1,1,0
CLAUDIO ESPERANCA,1,1,0
HITACHI DATA SYSTEMS,1,1,0
CLARIUM FRAUD COMPLIANCE SOLUTIONS,1,1,0
HORNE COUPAR BARRISTERS AND SOLICITORS,1,1,0
ACCENT INTERIORS,1,1,0
THE EARNSCLIFFE STRATEGY GROUP,1,1,0
THE HAY GROUP,1,1,0
I H S GLOBAL,1,1,0
CISCO,1,1,0
CHASE OFFICE INTERIORS,1,1,0
IHS GLOBAL DBA POINTLOGIC,1,1,0
ACCENT ENVIRONMENTS,1,1,0
INDIGENOUS CORPORATE TRAINING,1,1,0
1382753 ALBERTA,1,1,0
CHARTERED PROFESSIONAL ACCOUNTANTS OF CANADA,1,1,0
YVON GAUTHIER INFO,1,1,0
INNVEST HOTELS GP XV O A DELTA HOTELS WINNIPEG,1,1,0
INSYNC SYSTEMS,1,1,0
CHARLES PERIN,1,1,0
INTERNATIONAL RIGHT OF WAY CALGARY CAP 48,1,1,0
IRISNDT,1,1,0
THEMA COMMUNICATIONS,1,1,0
IRONWOLF CONSULTING,1,1,0
ZRG CANADA,1,1,0
C FER TECHNOLOGIES,1,1,0
CENTRON CONSTRUCTION GROUP,1,1,0
CBV COLLECTION SERVICES,1,1,0
ACCELEBRATE,1,1,0
