gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
BLUEWAVE ENERGY,2010,189,189,0
BLUEWAVE ENERGY,2011,127,127,0
BLUEWAVE ENERGY,2012,60,60,0
BLUEWAVE ENERGY,2013,163,163,0
BLUEWAVE ENERGY,2014,245,237,8
BLUEWAVE ENERGY,2015,261,261,0
BLUEWAVE ENERGY,2016,156,142,14
BLUEWAVE ENERGY,2017,117,93,24
BLUEWAVE ENERGY,2018,44,44,0
BLUEWAVE ENERGY,2019,21,19,2
CALIAN,2010,140,118,22
CALIAN,2011,535,482,53
CALIAN,2012,290,155,135
CALIAN,2013,353,245,108
CALIAN,2014,283,220,63
CALIAN,2015,242,172,70
CALIAN,2016,164,91,73
CALIAN,2017,183,102,81
CALIAN,2018,200,103,97
CALIAN,2019,191,102,89
CANADIAN CORPS OF COMMISSIONAIRES,2010,164,153,11
CANADIAN CORPS OF COMMISSIONAIRES,2011,265,235,30
CANADIAN CORPS OF COMMISSIONAIRES,2012,128,125,3
CANADIAN CORPS OF COMMISSIONAIRES,2013,240,233,7
CANADIAN CORPS OF COMMISSIONAIRES,2014,206,184,22
CANADIAN CORPS OF COMMISSIONAIRES,2015,255,230,25
CANADIAN CORPS OF COMMISSIONAIRES,2016,104,87,17
CANADIAN CORPS OF COMMISSIONAIRES,2017,156,121,35
CANADIAN CORPS OF COMMISSIONAIRES,2018,188,142,46
CANADIAN CORPS OF COMMISSIONAIRES,2019,205,161,44
IMPERIAL OIL,2010,446,371,75
IMPERIAL OIL,2011,361,361,0
IMPERIAL OIL,2012,503,496,7
IMPERIAL OIL,2013,682,682,0
IMPERIAL OIL,2014,531,530,1
IMPERIAL OIL,2015,491,486,5
IMPERIAL OIL,2016,379,379,0
IMPERIAL OIL,2017,195,195,0
IMPERIAL OIL,2018,84,84,0
IMPERIAL OIL,2019,286,286,0
IRVING OIL,2010,39,38,1
IRVING OIL,2011,34,34,0
IRVING OIL,2012,118,118,0
IRVING OIL,2013,196,196,0
IRVING OIL,2014,74,73,1
IRVING OIL,2015,77,76,1
IRVING OIL,2016,95,95,0
IRVING OIL,2017,206,204,2
IRVING OIL,2018,225,223,2
IRVING OIL,2019,206,198,8
NORTHERN MICRO,2010,69,68,1
NORTHERN MICRO,2011,135,135,0
NORTHERN MICRO,2012,70,68,2
NORTHERN MICRO,2013,90,89,1
NORTHERN MICRO,2014,192,191,1
NORTHERN MICRO,2015,50,50,0
NORTHERN MICRO,2016,20,20,0
NORTHERN MICRO,2017,117,112,5
NORTHERN MICRO,2018,148,140,8
NORTHERN MICRO,2019,130,125,5
SHELL CANADA PRODUCTS,2010,386,268,118
SHELL CANADA PRODUCTS,2011,152,152,0
SHELL CANADA PRODUCTS,2012,166,157,9
SHELL CANADA PRODUCTS,2013,130,129,1
SHELL CANADA PRODUCTS,2014,38,38,0
SHELL CANADA PRODUCTS,2015,43,43,0
SHELL CANADA PRODUCTS,2016,54,54,0
SHELL CANADA PRODUCTS,2017,340,320,20
SHELL CANADA PRODUCTS,2018,786,772,14
SHELL CANADA PRODUCTS,2019,204,203,1
SIMEX DEFENCE,2010,264,261,3
SIMEX DEFENCE,2011,379,379,0
SIMEX DEFENCE,2012,263,257,6
SIMEX DEFENCE,2013,269,267,2
SIMEX DEFENCE,2014,300,294,6
SIMEX DEFENCE,2015,360,358,2
SIMEX DEFENCE,2016,197,193,4
SIMEX DEFENCE,2017,208,201,7
SIMEX DEFENCE,2018,200,194,6
SIMEX DEFENCE,2019,156,153,3
UNISOURCE,2010,174,171,3
UNISOURCE,2011,190,188,2
UNISOURCE,2012,143,143,0
UNISOURCE,2013,126,124,2
UNISOURCE,2014,112,109,3
UNISOURCE,2015,151,151,0
UNISOURCE,2016,73,72,1
UNISOURCE,2017,78,78,0
UNISOURCE,2018,90,89,1
UNISOURCE,2019,49,47,2
WORLD FUEL SERVICES,2010,253,232,21
WORLD FUEL SERVICES,2011,284,284,0
WORLD FUEL SERVICES,2012,40,39,1
WORLD FUEL SERVICES,2013,29,29,0
WORLD FUEL SERVICES,2014,6,6,0
WORLD FUEL SERVICES,2015,29,29,0
WORLD FUEL SERVICES,2016,1,1,0
WORLD FUEL SERVICES,2017,154,149,5
WORLD FUEL SERVICES,2018,148,144,4
WORLD FUEL SERVICES,2019,273,270,3
