gen_vendor_normalized,total_entries,total_contracts,total_amendments
IMPERIAL OIL,3958,3870,88
SIMEX DEFENCE,2596,2557,39
CALIAN,2581,1790,791
SHELL CANADA PRODUCTS,2299,2136,163
CANADIAN CORPS OF COMMISSIONAIRES,1911,1671,240
BLUEWAVE ENERGY,1383,1335,48
IRVING OIL,1270,1255,15
WORLD FUEL SERVICES,1217,1183,34
UNISOURCE,1186,1172,14
NORTHERN MICRO,1021,998,23
JHT DEFENSE,1020,1008,12
DADS,891,820,71
FORD MOTOR COMPANY,875,859,16
NISHA TECHONOLOGIES,778,741,37
MACDONALD DETTWILER AND ASSOCIATES,764,664,100
MLS OVERSEAS,762,618,144
PETROVALUE PRODUCTS,742,739,3
STANTEC,719,647,72
GENERAL DYNAMICS,718,587,131
WORLD FUEL,701,697,4
PROMAXIS,666,398,268
VALCOM CONSULTING,651,389,262
EXXONMOBIL AVIATION,614,613,1
UQSUQ,608,605,3
ACKLANDS GRAINGER,582,575,7
ITEX,580,562,18
DISCOVERY AIR DEFENCE SERVICES,549,546,3
WORLD FUEL SERVICES CANADA,526,519,7
TJ NOLAN CONSTRUCTION,525,471,54
GENERAL MOTORS,520,504,16
XEROX,520,459,61
GFS,508,507,1
ALTIS HUMAN RESOURCES,462,334,128
TOP ACES,461,339,122
APRON FUEL SERVICES,460,460,0
DAIMLER,421,418,3
SNC LAVALIN,420,346,74
MULTINATIONAL LOGISTIC SERVICES,413,404,9
EXXONMOBIL,412,412,0
EXCEL HUMAN RESOURCES,406,332,74
IMPERIAL CLEANERS,384,321,63
ULTRAMAR,382,382,0
MOTOROLA SOLUTIONS CANADA,378,366,12
LEVITT SAFETY,368,354,14
RIGHTWAY SANITATION SERVICES,358,343,15
AMTEK ENGINEERING,356,208,148
CHEVRON,331,321,10
CHRYSLER CANADA,329,329,0
ESRI,318,310,8
GLOBAL UPHOLSTERY,302,301,1
CDW CANADA,299,288,11
L3 COMMUNICATIONS,296,238,58
MCMULLEN CUSTOM TRANSPORT,295,286,9
MCKESSON CANADA,288,283,5
DELL COMPUTER,286,280,6
AVJET HOLDING,279,276,3
WORLD FUEL SERVICE,279,278,1
COLT CANADA,264,232,32
PRINTERS PLUS,264,261,3
SYSCO SERCA ATLANTIC,260,235,25
LARRY PENNER ENTERPRISES,258,258,0
INDUSPAC PACKAGING GROUP,255,246,9
MACKINNON AND OLDING,254,244,10
RICOH,253,220,33
BELL CANADA,244,211,33
AMRON CONSTRUCTION,239,237,2
LOGISTIK UNICORP,237,230,7
BP INTERNATIONAL,237,237,0
GAB INDUSPAC,230,224,6
STAFFORD PLUMBING AND HEATING,229,226,3
KAYCOM,229,219,10
UNITED STATES DEPARTMENT OF THE NAVY,229,153,76
RHEINMETALL,227,160,67
THALES,225,172,53
GENESIS INTEGRATION,224,215,9
HEWLETT PACKARD,223,196,27
TENAQUIP,217,214,3
LES HUILES DESROCHES,217,214,3
PATLON AIRCRAFT INDUSTRIES,215,184,31
BAE SYSTEMS,215,188,27
HARRIS TRANSPORT,213,189,24
INDUSPAC,212,155,57
MACKINNON OLDING,210,175,35
TEKNION,204,204,0
EAST CENTRAL PAINTING COATING SERVICES,203,201,2
CANON,202,192,10
DEW ENGINEERING,198,163,35
AIR BP INTERNATIONAL,197,181,16
GFS ATLANTIC,196,181,15
MILL SUPPLY,195,192,3
ADGA GROUP,193,98,95
HYPERTEC,192,175,17
WOODWARDS OIL,190,189,1
MACEWEN PETROLEUM,187,186,1
LOCKHEED MARTIN,187,112,75
WAHL CONSTRUCTION,185,169,16
SCA SHIPPING CONSULTANTS ASSOCIATED,185,161,24
RUSSEL METALS,185,181,4
DECISIVE TECHNOLOGIES,184,182,2
AIR BP,184,179,5
CORCAN,183,179,4
UVAIR,183,183,0
RAMPART INTERNATIONAL,180,175,5
WESCO DISTRIBUTION CANADA,178,176,2
UNITED STATES DEPARTMENT OF THE AIR FORCE,175,120,55
STONEWORKS TECHNOLOGIES,174,171,3
GLOBAL KNOWLEDGE,174,164,10
BLUE WATER AGENCIES,169,165,4
MULTINATIONAL LOGISTICS SERVICES,168,161,7
GUILLEVIN INTERNATIONAL,168,168,0
MLS,166,137,29
MILLBROOK TACTICAL,166,164,2
STENOTRAN SERVICES,163,124,39
HARRIS,162,134,28
TESTFORCE SYSTEMS,161,152,9
SHIPPING CONSULTANTS ASSOCIATED,161,131,30
ATLANTIC INDUSTRIAL CLEANERS,161,157,4
VMWARE,160,153,7
GRAND TOY,159,158,1
ANIXTER CANADA,158,153,5
WARTSILA,158,155,3
EASTERN MEAT PURVEYORS,157,142,15
MUSTANG SURVIVAL,157,149,8
FISHER SCIENTIFIC,156,150,6
MISHKUMI TECHNOLOGIES,153,148,5
SEA BOX,153,139,14
TELUS CANADA,153,146,7
CANADIAN MARITIME ENGINEERING,152,130,22
FELIX TECHNOLOGY,151,134,17
AGILENT,151,143,8
STEELCASE CANADA,151,149,2
FASTENAL CANADA,149,145,4
GLOBAL LOGISTICS SUPPORT,149,147,2
CLEEVE TECHNOLOGY,148,140,8
MLS USA,146,127,19
IBM CANADA,146,97,49
BATTLE RIVER ELECTRIC,145,144,1
BOMBARDIER,143,134,9
STEEPLE,143,142,1
CAE,142,102,40
CARVERYS CONSTRUCTION,141,130,11
PROCOM CONSULTANTS,139,107,32
BLACK MCDONALD,139,109,30
UNITED STATES DEPARTMENT OF THE ARMY,138,77,61
WEATHERHAVEN CANADA,137,134,3
EMCON EMANATION CONTROL,136,113,23
UNITED RENTALS OF CANADA,136,130,6
SYSCO,133,128,5
SOFTCHOICE,130,126,4
BIG FREIGHT SYSTEMS,129,128,1
GENERAL ELECTRIC CANADA,129,118,11
BARDON SUPPLIES,128,125,3
IBISKA TELECOM,128,88,40
TELECOM COMPUTER SERVICES,128,126,2
WHITES MANUFACTURING,128,126,2
BEAUROUX CONSULTANT,128,126,2
GORDON FOOD SERVICE,128,128,0
SENTINEL CANADA,127,125,2
MEGA POWER INSTALLATIONS,126,114,12
A J HANNA CONSTRUCTION,126,123,3
FCA CANADA,125,116,9
KRAUSS MAFFEI WEGMANN,124,108,16
ENGLOBE,124,108,16
ACT,124,114,10
FLIGHT FUELS,124,121,3
WASTE MANAGEMENT OF CANADA,124,86,38
EBSCO CANADA,122,105,17
GUNTER LANGKOPF MASCHINENBAU,122,112,10
WSP,122,101,21
WESCO,121,119,2
SNAP ON TOOLS OF CANADA,120,117,3
T LANE TRANSPORTATION AND LOGISTICS,120,117,3
APPAREL TRIMMINGS,119,84,35
WATERWORKS CONSTRUCTION,119,103,16
ADVANCED ENERGY MANAGEMENT,119,102,17
TOYOTA CANADA,119,116,3
PURELOGIC,118,116,2
CURRIE MARITIME,117,117,0
MEGGITT,116,103,13
BRONSWERK MARINE,116,109,7
UNITED RENTALS,115,109,6
INTERGRAPH CANADA,115,104,11
FDF GROUP,115,114,1
ZYCOM,115,113,2
CONNECT AIR,114,101,13
SUNCOR ENERGY,114,105,9
AJ HANNA CONSTRUCTION,114,114,0
ENVIROSYSTEMS,113,111,2
DYNAMIC PERSONNEL CONSULTANTS,113,83,30
ANALYTICAL GRAPHICS,112,81,31
NEDCO,112,109,3
ZEPOLI INTERNATIONAL,112,107,5
SKYLINK AVIATION,112,91,21
MODIS CANADA,111,75,36
FIELD AVIATION COMPANY,109,107,2
BESNER,109,104,5
PODOLINSKY EQUIPMENT,109,99,10
RDMD,109,103,6
AIR TOTAL,108,106,2
AECOM,108,80,28
