gen_vendor_normalized,total_entries,total_contracts,total_amendments
TOTEM OFFISOURCE,27,27,0
XEROX,15,15,0
CANADIAN CORPS OF COMMISSIONAIRES,15,14,1
SOFTCHOICE,12,12,0
FREEBALANCE,11,10,1
KPMG,11,11,0
GARTNER,9,9,0
TEKNION,8,8,0
JOHNSONS BUSINESS INTERIORS,7,7,0
TERAMACH TECHNOLOGIES,7,7,0
EXCEL HUMAN RESOURCES,6,6,0
COMBAT NETWORKS,6,6,0
MICROSOFT CANADA,6,6,0
IBM CANADA,5,5,0
GENESIS INTEGRATION,5,5,0
MAPLESOFT CONSULTING,5,4,1
NISHA TECHONOLOGIES,4,4,0
SMART PRINTING SOLUTIONS,4,4,0
KNOWLEDGE CIRCLE LEARNING SERVICES,4,4,0
CHASE OFFICE INTERIORS,4,4,0
ECOLE DE LANGUES ABCE,4,4,0
MULTISHRED,4,4,0
ONLOGICS,4,4,0
CAPELLO AUDIO ELECTRONICS,3,3,0
ACCURATE,3,3,0
DELL COMPUTER,3,3,0
HRWARE,3,3,0
ACCURATE DESIGN,3,3,0
PRINTERS PLUS,3,3,0
IFATHOM,3,3,0
JAMA SOFTWARE,3,3,0
RANDSTAD,3,2,1
CASEWARE,3,3,0
DLS TECHNOLOGY,3,3,0
SHRED IT,3,2,1
THE RIGHT DOOR CONSULTING,3,1,2
THOMSON REUTERS,3,3,0
BERLITZ CANADA,3,3,0
CSDC SYSTEMS,3,3,0
CASEWARE IDEA,2,2,0
RIPTYDE SOLUTIONS,2,2,0
DEMENAGMENT SLBL,2,1,1
PURE STREAM,2,2,0
PROMOMEDIA GROUP,2,2,0
THE BYTOWN GROUP,2,2,0
CANADA COUNCIL ART BANK,2,2,0
DEMENAGEMENT SLBL,2,2,0
THE GLOBAL GROUP,2,2,0
LENOVO CANADA,2,2,0
EMBARCADERO TECHNOLOGIES,2,2,0
OTTAWA HORTICULTURAL SERVICES,2,2,0
CANADA COUNCIL FOR THE ARTS,2,2,0
WORKPLACE FAIRNESS INSTITUTE O A DONAIS MEDIATIONS AND ARBITRATIONS,2,1,1
GREYSCALE INTELLIGENCE,2,2,0
GILLIN ENGINEERING,2,2,0
ACCURATE DESIGN AND COMMUNICATIONS,2,2,0
TOTEM OFFICESOURCE,2,2,0
IMPACT COACHES,2,1,1
IMACAN MANAGEMENT CENTRES O A CANADIAN MANAGEMENT CENTRE,2,2,0
ORACLE CANADA,2,2,0
CANON,2,2,0
TRM TECHNOLOGIES,2,2,0
TURRIS COMMUNICATIONS,2,2,0
GOSS GILROY,2,1,1
VANGUARD EMERGENCY MANAGEMENT,2,2,0
MIREMS,2,2,0
ERGO INDUSTRIAL SEATING SYSTEMS,2,2,0
PETER MAINTLAND,2,2,0
VISIONTEC SYSTEMS,2,2,0
PETER J KINDREE ARCHITECT,2,2,0
PAYSTATION,2,2,0
KNOWLEDGE CIRCLE,2,2,0
ST JOSEPH PRINT GROUP,2,2,0
KIFINTI SOLUTIONS,2,2,0
FUTURE SECURITY CONTROLS,2,2,0
GRAYBRIDGE INTERNATIONAL CONSULTING,1,1,0
HALLMARK HOUSEKEEPING SERVICES,1,1,0
HARTE HANKS,1,1,0
HAY GROUP,1,1,0
HEWLETT PACKARD,1,1,0
HONEYWELL,1,1,0
IBISKA TELECOM,1,1,0
IMPACT COACHING,1,1,0
JOHN A TYLER AND ASSOCIATES SECURITY,1,1,0
JOLLY BEACH RESORT,1,1,0
KELLY SEARS,1,1,0
KIFINITI,1,1,0
KIFINITI SOLUTIONS,1,1,0
KIFINTI,1,1,0
L2 EMERGENCE,1,1,0
LANNICK CONTRACT SOLUTIONS,1,1,0
LAURIER COMPUTERS,1,1,0
LEARN2LANGUE CLIC,1,1,0
LE CENTRE SHERATON MONTRACAL HATEL,1,1,0
LES IMMEUBLES POLARIS CDN,1,1,0
LORD REALTY GENERAL PARTNERSHIP,1,1,0
L PAUL FRACCHETTE CONSULTING SERVICES,1,1,0
L PAUL FRECHETTE CONSULTING SERVICES O A THE RETIREMENT PLANNING INSTITUTE,1,1,0
L PAUL FRECHETTE THE RETIREMENT PLANNING INSTITUTES,1,1,0
MICHELLE WATSON,1,1,0
MIKOR METAL PRODUCTS,1,1,0
MNP,1,1,0
NACOPOST CANADA,1,1,0
NEO INSIGHT,1,1,0
NORTHERN MICRO,1,1,0
ONLOGICS O A CLOUDMASK,1,1,0
PAYSTATION EBA SHREDDER,1,1,0
PETER MAITLAND,1,1,0
POSTE MATIK,1,1,0
PRESS NEWS,1,1,0
PRESTO CONSTRUCTION,1,1,0
PRIMEXX VENTURES,1,1,0
PRIMEXX VENTURES ALEJANDRA CARRILLO IN JV,1,1,0
PRINT THREE OTTAWA,1,1,0
PROCOM CONSULTANTS,1,1,0
PROFESSOR MICHAEL LEVI,1,1,0
PROLIFICS,1,1,0
PROMAXIS,1,1,0
QMR,1,1,0
QUEST SOFTWARE,1,1,0
RESIDENCE INN BY MARRIOTT OTTAWA,1,1,0
RETIREMENT PLANNING INSTITUTE,1,1,0
RICOH,1,1,0
SAGEDATA SOLUTIONS,1,1,0
SLBL DACMACNAGEMENT,1,1,0
SPRING2INNOVATIONS,1,1,0
ST JOSEPH COMMUNICATIONS,1,1,0
SWIFT SCRL,1,1,0
SWIFT SCRL BIC DIRECTORIES,1,1,0
TAG HR THE ASSOCIATES GROUP,1,1,0
TEKARA,1,1,0
THE AIM GROUP,1,1,0
THE CENTRE FOR EXCELLENCE IN COMMUNICATIONS,1,1,0
1019837 ONTARIO DYNAMIC,1,1,0
THE HAY GROUP,1,1,0
THE HERJAVEC GROUP,1,1,0
THE RIGHT DOOR CONSULTING AND SOLUTIONS,1,1,0
THOMSON REUTERS CANADA,1,1,0
THOMSON REUTERS GOVERNANCE RISK AND COMPLIANCE,1,1,0
TOSHIBA CLIENT SOLUTIONS,1,1,0
TOUCHSTONE SOLUTIONS,1,1,0
TRANISTION PATH,1,1,0
TRANSFORMATIONAL LEARNING INSTITUTE,1,1,0
TURTLE ISLAND STAFFING,1,1,0
VANGUARD EMERGENCY MANAGEMENT CONSULTING,1,1,0
VINCI PARK,1,1,0
VISIONTEC 2008,1,1,0
VMWARE,1,1,0
WALIS O A HRWARE,1,1,0
WORKOPOLIS,1,1,0
WORKPLACE SAFETY AND PREVENTION SERVICES,1,1,0
THE CONFERENCE BOARD OF CANADA,1,1,0
234 LAURIER LEASEHOLD,1,1,0
3354709 CANADA INCDACMACNAGEMENT SLBL,1,1,0
3510395 CANADA O A ACADEMIE COMPU FINDER,1,1,0
4POINT SOLUTIONS,1,1,0
7656114 CANADA,1,1,0
ACCURATE DESIGN COMMUNICATION,1,1,0
ACCURATE DESIGN COMMUNICATIONS,1,1,0
ACOLE DE LANGUE DE LESTRIE,1,1,0
ACOLE DE LANGUES ABCE,1,1,0
ACOLE LESTRIE,1,1,0
ADOBE,1,1,0
ADVANCED CHIPPEWA TECHNOLOGIES,1,1,0
ANALYSIS INTERNATIONAL,1,1,0
ATRIA NETWORKS,1,1,0
AUSPICE SAFETY,1,1,0
AVW TELAV,1,1,0
BIR CONSULTING,1,1,0
BISPRO SERVICES,1,1,0
BRADDA PRINTING,1,1,0
CANADIAN ASSOCIATION FOR SECURITY AND INTELLIGENCE,1,1,0
CANADIAN ASSOCIATION FOR SECURITY INTELLIGENCE,1,1,0
CANADIAN LOCKER COMPANY,1,1,0
CARSWELL A DIVISION OF THOMSON REUTERS CANADA LIM,1,1,0
CDW CANADA,1,1,0
CENTRE DE LANGUES INTERNATIONALES CHARPENTIER,1,1,0
CENTRE OF CONTINUING EDUCATION U OF O,1,1,0
CHANNEL MANAGEMENT INTERNATIONAL,1,1,0
CHASE OFFICE,1,1,0
CHRISTIE WALTHER COMMUNICATIONS,1,1,0
CLIC,1,1,0
CLIC CARPENTIER,1,1,0
CLOUDMAGIC,1,1,0
CLOUDMASK,1,1,0
CLOUDMASK ONLOGICS,1,1,0
COMPUTER MEDIA GROUP,1,1,0
CORADIX TECHNOLOGY CONSULTING,1,1,0
CREIT MANAGEMENT,1,1,0
CSDC ENTERPRISE SOLUTIONS,1,1,0
CSDS SYSTEMS,1,1,0
CTC TRAINCANADA,1,1,0
CYBERKLIX,1,1,0
CYGNOS,1,1,0
DASCO DATA PRODUCTS,1,1,0
DELOITTE AND TOUCHE,1,1,0
DENIS MEUNIER O A DMEUNIER CONSULTING,1,1,0
DRUIDE INFORMATIQUE,1,1,0
EATON POWER QUALITY COMPANY,1,1,0
ECOLE DE LANGUES EAGLE,1,1,0
