gen_vendor_normalized,total_entries,total_contracts,total_amendments
PANALPINA,386,295,91
EXCEL HUMAN RESOURCES,365,219,146
ALTIS HUMAN RESOURCES,299,212,87
PRINTERS PLUS,220,214,6
BELL CANADA,199,187,12
SDV LOGISTICS CANADA,196,190,6
OTTAWA BUSINESS INTERIORS OBI,196,176,20
HONEYWELL,184,165,19
G4S SECURITY SERVICES,170,78,92
CANADIAN CORPS OF COMMISSIONAIRES,161,121,40
BOYD MOVING STORAGE,157,136,21
THE AIM GROUP,157,103,54
WELCH,149,114,35
DINE ART FURNITURE,147,125,22
MESSA COMPUTING,143,66,77
INTERACTIVE AUDIO VISUAL,140,130,10
BOLLORE LOGISTICS,139,129,10
SONA DISTRIBUTORS,135,134,1
ONX ENTERPRISE SOLUTIONS,130,110,20
SI SYSTEMS,124,67,57
TIREE,123,70,53
APEX INDUSTRIES,121,118,3
PRICEWATERHOUSE COOPERS,121,97,24
IDN,119,115,4
DHL GLOBAL FORWARDINGS,113,77,36
ADIRONDACK TECHNOLOGIES,112,110,2
SOFTCHOICE,109,104,5
175213 CANADA SAMSON,104,91,13
VERITAAQ TECHNOLOGY HOUSE,102,52,50
ADVANCED BUSINESS INTERIORS,102,102,0
DURHAM FURNITURE,101,97,4
MAPLESOFT CONSULTING,100,57,43
RAYMOND CHABOT GRANT THORNTON,95,83,12
AON REED STENHOUSE,89,81,8
JL RICHARDS ASSOCIATES,87,70,17
CORADIX TECHNOLOGY CONSULTING,86,52,34
COLLINS BARROW EDMONTON,80,73,7
TEKNION,78,78,0
RANDSTAD,76,36,40
PMB ELECTRICAL SERVICES,74,43,31
SMITHS DETECTION MONTREAL,73,48,25
ASOKAN BUSINESS INTERIORS,71,71,0
AGILYSYS,69,69,0
MINDWIRE SYSTEMS,68,33,35
CGI,68,42,26
SAMSON ASSOCIATES,68,49,19
FINK BRASILIA LTDA,68,66,2
DELOITTE AND TOUCHE,68,59,9
KNOWLEDGE CIRCLE,67,60,7
PROLOGIC SYSTEMS,66,48,18
MCSS INTERNATIONAL,66,63,3
KRUG FURNITURE,66,65,1
IBM CANADA,66,56,10
LANNICK CONTRACT SOLUTIONS,64,27,37
BOGDON GROSS FURNITURE COMPANY,64,58,6
TAG HR IT THE ASSOCIATES GROUP,63,47,16
TOTEM OFFISOURCE,63,62,1
JANKEL TACTICAL SYSTEMS,62,48,14
PROMAXIS,61,36,25
MICROSOFT CANADA,61,58,3
GRAND TOY,60,54,6
COFOMO,59,26,33
TAB PRODUCTS OF CANADA,57,57,0
CAPITAL OFFICE INTERIORS,57,55,2
TOYOTA CANADA,56,53,3
NIENKAMPER ICF,54,54,0
GLOBAL UPHOLSTERY,53,53,0
CALIAN,52,25,27
COMPUTER MEDIA GROUP,51,50,1
PHASELOCK SYSTEMS INTL,50,48,2
ADVANCED CHIPPEWA TECHNOLOGIES,49,41,8
PATHFINDERS SYSTEMS DESIGN,49,49,0
ERNST YOUNG,48,38,10
TOYOTA GIBRALTAR STOCKHOLDINGS,48,47,1
CDW CANADA,47,46,1
QMR,47,34,13
RICOH,46,29,17
VISIONTEC 2008,44,33,11
ANIXTER CANADA,43,41,2
PAYSTATION,41,33,8
CARILLION AMBS,41,38,3
COLLINS BARROW,41,36,5
OFFICE SPECIALTY,40,40,0
GOLDER ASSOCIATES,40,37,3
DONNA CONA,39,19,20
MOTOROLA SOLUTIONS CANADA,39,39,0
BURTONS LIMOUSINE SERVICE,39,38,1
NORTHERN MICRO,39,38,1
MAXSYS,39,33,6
CACHE COMPUTER CONSULTING,39,20,19
SUN PETROL,38,35,3
EMCON EMANATION CONTROL,38,34,4
ST JOSEPH PRINT GROUP,38,37,1
ON POWER SYSTEMS,37,23,14
ISE,37,36,1
TEKSYSTEMS CANADA,37,20,17
CROSS GROUP,36,35,1
CRESTRON CANADA,36,32,4
ORACLE CANADA,36,24,12
SECURITAS,36,18,18
CTM CENTRE DE TELEPHONE,35,35,0
ITEX,35,33,2
INTERDEAN RELOCATION SERVICES,35,35,0
ABSOLUTE OFFICE,35,34,1
BDO CANADA,34,23,11
BARBARA PERSONNEL,34,23,11
GARTNER,34,32,2
HUMANSCALE,34,33,1
PERRI FINE FURNITURE,34,28,6
ACTION PERSONNEL,34,25,9
HAWORTH,34,32,2
KEILHAUER INDUSTRIES,34,34,0
BERMEX DIVISION OF BDM FURNITURE,34,29,5
TELUS CANADA,34,33,1
IBISKA TELECOM,34,23,11
SALASAN CONSULTING,34,28,6
GRAYBRIDGE INTERNATIONAL CONSULTING,34,22,12
CANON,33,24,9
NISHA TECHONOLOGIES,33,33,0
CIRCA OFFICE INTERIORS,33,30,3
ABM JANITORIAL SVCS NEAST,33,28,5
RAYMOND EMC ENCLOSURES,33,32,1
BUGATTI DESIGN,32,27,5
BUROVISION,32,32,0
CREATIVE MATTERS,32,31,1
MCGREGOR FURNITURE COMPANY,32,30,2
IT NET CONSULTANTS,32,21,11
WEST FURNITURE,32,31,1
FEDERAL EXPRESS CANADA,32,18,14
DYNAMIC PERSONNEL CONSULTANTS,32,21,11
CONTRACT FURNITURE SOURCE,31,31,0
KPMG,31,25,6
KEILHAUER,31,31,0
SAMSON ASSOCIES ASSOCIATES,31,24,7
ACCESS SECURITY PRODUCTS,31,25,6
NIPPON KANZAI K,31,28,3
CM ACCOMMODATION SERVICES,31,31,0
BELANGER CONSULTING,31,18,13
SAP,30,23,7
ABCE LANGUAGE SCHOOL,30,25,5
HIRSCH ELECTRONICS,30,30,0
MIKOR METAL PRODUCTS,30,26,4
TUSCH SEATING INTERNATIONAL,30,30,0
MAXSYS STAFFING CONSULTING,30,20,10
PRISMATIQUE DESIGNS,30,30,0
SNC LAVALIN,30,27,3
LES ENTREPRISES MI DI,30,29,1
TPG TECHNOLOGY CONSULTANTS,29,9,20
WSP,29,26,3
FORD MOTOR COMPANY,29,28,1
WE DESIGN BUILD,29,25,4
PLAN L,28,28,0
DEMENAGEMENT OUTAOUAIS,28,23,5
ASC INTERNATIONAL,28,26,2
CMI GENERAL CONTRACTORS,28,28,0
SYLVAN UPHOLSTERY CONTRACT,28,26,2
PARCELLES DU TEMPS,27,18,9
SIMPLEX GRINNELL,27,27,0
METROPOLITAN DECORATORS,27,22,5
OTIS ELEVATOR,27,24,3
LRO STAFFING,27,13,14
ARTEMP PERSONNEL SERVICES,27,25,2
ARMORED SPECIALITY CARS,26,20,6
HUMAN POTENTIAL CONSULTANTS,25,22,3
HMWR TORONTO,25,25,0
COHEN COHEN FULL LINE INTERIORS,25,25,0
ISS SECURITY SERVICES,25,21,4
ARPER USA,25,24,1
CHRYSLER CANADA,25,22,3
SPIRIT STAFFING,24,18,6
QUADRAPLEX DESIGNS,24,23,1
COPEM CONSULTING,24,22,2
COSSETTE COMMUNICATIONS,24,20,4
COMMUNICATIONS DELPHIS,24,21,3
WELCH COMPANY,24,19,5
TOKYU RENEWAL,24,24,0
NUCRAFT FURNITURE,24,23,1
NIENKAMPER,24,24,0
WILLS TRANSFER,24,20,4
ALLIANCE PERSONNEL,24,21,3
AVI SPL CANADA,24,24,0
HUMANSCALE CANADA,24,23,1
TOYOTA MOTOR,23,20,3
LES CONSTRUCTIONS LOVAIL,23,22,1
NOVA NETWORKS,23,22,1
EXTRON ELECTRONICS RGB SYSTEMS,23,23,0
LE GROUPE CONSEIL BAASTEL,22,21,1
DRAPERY PLUS DECOR,22,22,0
APPLIED ELECTONICS,22,22,0
DRAPERY TRADE SERVICES,22,13,9
SYSTEMATIX SOLUTIONS,22,14,8
COWATERSOGEMA,22,17,5
NITAM SOLUTIONS,22,22,0
LOWE MARTIN COMPANY,22,19,3
GESTION SK BOYER MANAGEMENT,21,12,9
NATTIQ,21,12,9
BAKER FURNITURE,21,21,0
AP INDUSTRIES,21,21,0
EMTEC INFRASTRUCTURE SERVCIES,21,8,13
PANASONIC,21,20,1
