gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANADIAN CORPS OF COMMISSIONAIRES,134,111,23
RICOH,131,117,14
ADVANCED BUSINESS INTERIORS,119,119,0
CGI,119,69,50
AMS IMAGING 1998,104,103,1
CARSWELL,76,59,17
IRON MOUNTAIN CANADA,76,62,14
XEROX,74,59,15
4 OFFICE AUTOMATION,72,69,3
ALTIS HUMAN RESOURCES,70,45,25
CETTEC DIGITAL IMAGING,61,43,18
ST JOSEPH PRINT GROUP,58,50,8
EVIDENCE SOLUTIONS,56,49,7
TRADUCTIONS TESSIER TRANSLATIONS,53,51,2
LEGAL PRINT COPY,53,52,1
NORTHERN MICRO,47,47,0
NISHA TECHONOLOGIES,44,44,0
REPORTEX AGENCIES,43,42,1
LEXISNEXIS CANADA,43,35,8
CBCI TELECOM CANADA,42,40,2
CYBERBAHN,39,32,7
KONICA MINOLTA BUSINESS SOLUTIONS,38,22,16
SOFTCHOICE,35,34,1
GSI INTERNATIONAL GROUP,35,10,25
CANON,32,31,1
EXCEL HUMAN RESOURCES,32,24,8
CACHE COMPUTER CONSULTING,32,18,14
LAFORTUNE LEGAL,29,29,0
COFOMO,29,14,15
CENTRE DE LANGUES INTERNATIONALES,29,27,2
PRA,28,25,3
HYPERTEC,27,22,5
IKON DOCUMENT SERVICES T8009,27,27,0
MODIS CANADA,27,7,20
TEKNION,26,26,0
SHARP ELECTRONICS,26,23,3
MAPLESOFT CONSULTING,25,10,15
THE AIM GROUP,24,14,10
ECOLE DE LANGUES ABCE,24,24,0
KNOWLEDGE CIRCLE,23,23,0
TELECOM COMPUTER SERVICES,23,23,0
QMR,21,13,8
N12 CONSULTING,21,5,16
ADIRONDACK TECHNOLOGIES,20,20,0
INTERNATIONAL REPORTING,20,20,0
AMS IMAGING,20,20,0
ARTEMP PERSONNEL,19,12,7
GARTNER,19,15,4
COMMONWEALTH LEGAL,19,16,3
SAMSON ASSOCIAS,18,15,3
RAYMOND CHABOT GRANT THORNTON,18,14,4
NOVA NETWORKS,17,17,0
MICROSOFT CANADA,17,16,1
TESSIER TRANSLATION,17,13,4
HENRI A LAF0RTUNE,17,16,1
GLOBAL UPHOLSTERY,17,17,0
MAXSYS,16,13,3
EDITIONS YVON BLAIS,16,10,6
SYSTEMSCOPE,16,6,10
SAS INSTITUTE,16,14,2
ASOKAN BUSINESS INTERIORS,16,16,0
ECOLE DE LANGUES LA CITA,16,14,2
BGIS,15,15,0
PUROLATOR COURIER,15,11,4
DYE DURHAM,15,14,1
ROYAL REPORTING SERVICES,15,15,0
BAYSHORE HEALTHCARE,14,9,5
IBISKA TELECOM,14,10,4
ASAP REPORTING SERVICES,14,13,1
TRM TECHNOLOGIES,14,11,3
INLAND AUDIO VISUAL,13,12,1
ORANGUTECH,13,13,0
NAVPOINT CONSULTING GROUP,13,6,7
ELYTRA ENTERPRISES,13,12,1
IT NET CONSULTANTS,13,6,7
PITNEY BOWES,12,12,0
PRINTERS PLUS,12,12,0
CHAREST REPORTING,12,10,2
CDW CANADA,12,12,0
DELL COMPUTER,12,12,0
HORIZANT,12,11,1
LOWE MARTIN COMPANY,12,6,6
LMB INTERPRETATION SYSTEMS,12,12,0
OPROMA,11,8,3
GRAND AND TOY,11,10,1
ADVANCED CHIPPEWA TECHNOLOGIES,11,9,2
GOSS GILROY,11,11,0
GRAND TOY,11,11,0
CONTINUING LEGAL EDUCATION,11,10,1
REQUEST OFFICE SERVICES,11,11,0
WORKDYNAMICS TECHNOLOGIES,11,9,2
FREEMAN AUDIO VISUAL,10,10,0
CBCI TELECOM,10,10,0
STONEWORKS TECHNOLOGIES,10,10,0
ECOLE DE LANGUES LA CITE,10,10,0
DONNA CONA,10,8,2
MEDIA Q IN,10,9,1
HAWORTH,10,9,1
GSI INTERNATIONAL CONSULTING GROUP,10,4,6
SOLUTIONS FURNITURE,10,10,0
PROTAK CONSULTING GROUP,9,5,4
TERAMACH TECHNOLOGIES,9,6,3
J SIMKINS ASSOC,9,7,2
PIVOTAL GUIDANCE,9,9,0
CCH CANADIAN,9,8,1
INNOVATIVE INTERFACES CANADA,9,3,6
SI SYSTEMS,9,6,3
EBSCO CANADA,9,9,0
NATTIQ,9,4,5
COMPUTER MEDIA GROUP,9,9,0
WILSON AND LAFLEUR,9,7,2
AVI SPL CANADA,9,9,0
MARITIME LAW BOOK,9,8,1
GLOBAL GROUP GLOBAL UPHOLSTERY,9,9,0
TOTEM OFFISOURCE,9,9,0
BIBLIO EXPRESS,8,7,1
PUROLATOR,8,8,0
BELL CANADA,8,5,3
FLEMING COMMUNICATIONS,8,4,4
QUINTET CONSULTING,8,8,0
SUPERTEMP,8,8,0
IBM CANADA,8,8,0
TECHNOLOGIA FORMATION,8,4,4
PAUL A BARNETT ASSOCIATES,8,7,1
ERNST YOUNG,8,3,5
RANDSTAD,8,7,1
DYNAMIC PERSONNEL CONSULTANTS,8,6,2
CARAHSOFT TECHNOLOGY,8,8,0
DELOITTE AND TOUCHE,8,8,0
CANADA POST,8,8,0
ZERNAM ENTERPRISE,8,6,2
MARKETWIRE,8,7,1
CONTRACT COMMUNITY,8,4,4
VISARD SOLUTIONS,8,6,2
LIBRARY SERVICE BUREAU,8,5,3
QUANTUM MANAGEMENT SERVICES,7,7,0
QUICK MESSENGER SERVICE,7,2,5
THOMSON REUTERS CYBERBAHN,7,7,0
TELUS CANADA,7,7,0
FERENCE WEICKER COMPANY,7,7,0
PRAIRIE RESEARCH ASSOCIATES,7,7,0
ORBIS RISK CONSULTING,7,6,1
TOSHIBA OF CANADA,7,7,0
SUDDEN TECHNOLOGIES,7,7,0
EKOS RESEARCH ASSOCIATES,7,7,0
MUHIKIRA LEON MUDENDE,7,2,5
MEDIAMISER,7,3,4
SOLOTECH,7,7,0
DAMANAGEMENT SLBL MOVING,7,3,4
SPEEDY MESSENGER SERVICE,7,6,1
CORADIX TECHNOLOGY CONSULTING,7,3,4
LYRECO OFFICE PRODUCTS,7,7,0
MALATEST ASSOCIATES,7,7,0
SAMSON ASSOCIES,7,7,0
COSSETTE COMMUNICATIONS,7,6,1
GILMORE REPRODUCTIONS,7,6,1
CHENEVERT MIQUELON NICOLE,7,6,1
ABOUT STAFFING,7,7,0
UWASE GEORGETTE,7,2,5
LOEB PACKAGING,7,7,0
VERITAAQ TECHNOLOGY HOUSE,7,4,3
TITUS INTL ORANGUTECH,6,1,5
PRIVASOFT,6,0,6
FOCUS CONSULTANTS,6,5,1
LANSDOWNE TECHNOLOGIES,6,3,3
JHG CONSULTING NETWORK,6,6,0
PRECISIONERP,6,3,3
ST JOSEPH COMMUNICATIONS,6,6,0
SLOFAC,6,6,0
ACOLE DE LANGUE LA CITA,6,6,0
SHRED IT,6,5,1
ATCHISON AND DENMAN COURT,6,5,1
DARE HR,6,4,2
ASSOCIATES GROUP OF COMPANIES THE,6,5,1
SERVICES LINGUISTIQUES TACT 1986INC,6,2,4
ARTOPEX PLUS,6,6,0
IPSS,6,3,3
MDOS CONSULTING,6,3,3
HALIFAX GROUP THE,6,5,1
HERJAVEC GROUP THE,6,6,0
COMBAT NETWORKS,6,6,0
RILEYS,6,6,0
CFG INTERVENTIONS,6,5,1
AMITA,5,1,4
BEYOND TECHNOLOGIES CONSULTING,5,3,2
FTI CONSULTING CANADA,5,3,2
PREMIERE VERBATIM REPORTING,5,5,0
JC WORDASSIST,5,5,0
KELLY SEARS CONSULTING GROUP,5,5,0
ALDERSON GILL AND ASSOCIATES,5,5,0
LAURIN DIANE,5,5,0
CB Z,5,4,1
JANZEN WENDY,5,4,1
EDUCACENTRE COLLEGE,5,5,0
CARON PROFESSIONAL LINGUISTIC,5,5,0
MIKOR METAL PRODUCTS,5,5,0
CANADIAN RESEARCH INSTITUTE,5,5,0
AFFINITY PRODUCTIONS,5,5,0
DELTA PRINTING,5,5,0
MASHA KRUPP TRANSLATION GROUP,5,4,1
