gen_vendor_normalized,total_entries,total_contracts,total_amendments
DELOITTE AND TOUCHE,46,44,2
SAMSON ASSOCIES CPA CONSULTATION,32,29,3
PRICEWATERHOUSE COOPERS,30,27,3
ERNST YOUNG,25,20,5
KPMG,19,17,2
MINITEL COMMUNICATIONS,10,10,0
NISHA TECHONOLOGIES,10,10,0
CARON TRAINING CENTRE,10,9,1
ADVIVUM,10,6,4
ITEX,9,9,0
GRAYBRIDGE INTERNATIONAL CONSULTING,9,9,0
HYATT LAUREL A,8,5,3
MARCIL LAVALLEE,8,8,0
MICROSOFT CANADA,8,7,1
CDW CANADA,8,8,0
ECOLE DE LANGUES LA CITE,8,7,1
SOFTCHOICE,7,7,0
CLARKE JEFFERY,7,5,2
CMI INTERLANGUES,6,6,0
SHARED SERVICES CANADA SSC,6,6,0
GENESIS INTEGRATION,6,6,0
CISTEL TECHNOLOGY,6,4,2
WATERWOOD COMMUNICATIONS,6,4,2
GARTNER,6,6,0
HART WILLIAM AVERY,6,4,2
RAYMOND CHABOT GRANT THORNTON,6,4,2
SOUTHSIDE COMMUNICATIONS,5,4,1
MORRIS SUZANNE,5,5,0
OPENTEXT,5,5,0
PLAINLY SPEAKING,5,4,1
GEOLITHUM,5,3,2
ACME FUTURE SECURITY CONTROLS,5,3,2
KNOWLEDGE CIRCLE,5,4,1
DEVORTEX,5,4,1
GILLIAN SCOBIE EDITORIAL SERVICES,5,4,1
INSA,5,5,0
THE RIGHT DOOR CONSULTING SOLUTIONS,5,5,0
ADVANCED BUSINESS INTERIORS,5,5,0
VANDER VEEN ANNEMARIE,5,4,1
MAHONEY ANNE LOUISE,5,4,1
HUMAN POTENTIAL CONSULTANTS HPCI,5,4,1
CASEWARE IDEA,5,5,0
DELL COMPUTER,5,5,0
BDO CANADA,4,3,1
BARNOTI ALINE,4,4,0
INFO TECH RESEARCH GROUP,4,4,0
COFOMO,4,3,1
INNOVATIVE ERGONOMIC SOLUTIONS,4,4,0
CORPORATE EXPRESS CANADA,4,4,0
JOYCE BRUCE A,4,4,0
BEVA GLOBAL MANAGEMENT,4,2,2
SIRSIDYNIX,4,4,0
GALE A PART OF CENGAGE LEARNING GROUP,4,4,0
3261620 CANADA KNOWLEDGE CIRCLE LEARNING SERVICES IN JOINT VENTURE,4,4,0
CONNELLY BUSINESS EXHIBITIONS,4,4,0
C2 ENTERPRISE,3,3,0
ROGERS,3,3,0
RPDATA SOLUTIONS,3,2,1
F X MASTERS,3,3,0
SERVICES PROFESSIONNELS DECRITURE ET DE COMMUNICATIONS ENR,3,3,0
BLOOMBERG,3,2,1
DENSMORE CONSULTING SERVICES,3,3,0
TELUS CANADA,3,3,0
BELL CANADA,3,3,0
MACKINNON CHARLTON MANAGEMENT CONSULTANTS,3,1,2
VERSATIL BPI,3,3,0
WELCH CHARTERED ACCOUNTANTS,3,3,0
BOEYENS COMMUNICATION CONTRACTORS,3,2,1
HUNTER LITIGATION CHAMBERS LAW,3,3,0
EBSCO CANADA,3,3,0
BERKELEY PAYMENT SOLUTIONS,3,3,0
FOGLER RUBINOFF,3,3,0
MJ SARRAZIN CONSULTING CONSULTATIONS MJ SARRAZIN,3,2,1
8196311 CANADA,3,3,0
ORACLE CANADA,3,3,0
CANADIAN GROUP FOR EMERGENCY TRAINING,3,3,0
PLAIN WRITING SERVICES,3,2,1
CAPITA SECURE INFORMATION SOLUTIONS,3,3,0
1101417 ONTARIO,3,3,0
ANTHONY MACAULEY ASSOCIATES,3,3,0
YOUNG GRAHAM,2,2,0
IASEMINARS,2,2,0
BENCHMARKET,2,2,0
INTEGRATING SOLUTIONS,2,2,0
IPSS,2,2,0
7543352 CANADA,2,2,0
COMPETITIVE EDGE MEDIA GROUP,2,2,0
BERLITZ CANADA,2,2,0
LAFLAMME LOUIS,2,2,0
BLACKBERRY,2,2,0
CSAGOLY PAUL,2,1,1
LEE HECHT HARRISON KNIGHTSBRIDGE,2,1,1
L PAUL FRECHETTE CONSULTING SERVICES,2,2,0
BLUESKY STRATEGY GROUP,2,2,0
BROOKFIELD ASSET MANAGEMENT,2,2,0
7792395 CANADA,2,2,0
BRUCE C SLOAN CONSULTING GROUP,2,1,1
AIKEN BRIAN M,2,2,0
8005931 CANADA,2,2,0
EMOND MARIO,2,2,0
MONSTER WORLDWIDE CANADA,2,1,1
CANADIAN AUDIT AND ACCOUNTABILITY FOUNDATION,2,2,0
EXCEL HUMAN RESOURCES,2,1,1
NORTHERN MICRO,2,2,0
PRESIDIA SECURITY CONSULTING,2,2,0
PROQUEST,2,2,0
FEDERAL EXPRESS CANADA,2,2,0
ACMEFUTURE SECURITY CONTROLS,2,2,0
FERRILL CHRISTOPHER,2,2,0
RICOH,2,2,0
SCALAR DECISIONS,2,2,0
SEN X ENVIRONMENTAL CONSULTANTS,2,1,1
SJ MANAGEMENT,2,2,0
ST JOSEPH PRINT GROUP,2,2,0
STRANDBERG CORO,2,2,0
STRATOS,2,2,0
7521910 CANADA,2,2,0
AYAYA COMMUNICATIONS,2,1,1
GOWLING WLG CANADA,2,2,0
GRANT HOWARD,2,2,0
HELENE HAMILTON CONSULTATION ET COACHING,2,1,1
WOLTERS KLUWER,2,2,0
BELANGER CONSULTING,2,1,1
THE AIM GROUP,1,1,0
THE CONFERENCE BOARD OF CANADA,1,1,0
THE NEW TORONTO GROUP,1,1,0
THE NIAGARA INSTITUTE,1,1,0
THE TAYLOR REACH GROUP,1,1,0
TIMMONS VIANNE,1,1,0
VOUND COLORADO,1,1,0
WESTERN IMPERIAL MAGNETICS,1,1,0
WOLTERS KLUWER CANADA,1,1,0
KNOWLEDGEWORKS ENTERPRISE CONTENT MANAGEMENT SOLUTIONS CANADA,1,1,0
1101417 ONTARIO AKA CAREERJOY,1,1,0
1213145 ONTARIO,1,1,0
1850491 ONTARIO,1,1,0
3059774 CANADA,1,1,0
690723 ONTARIO,1,1,0
9233 9720 QUEBEC,1,1,0
ACTION POUR LA SOLIDARITE LEQUITE LENVIRONNEMENT ET LE DEVELOPPEMENT ASEED,1,1,0
ADVANCED SYMBOLICS 2015,1,1,0
AGB PARTNERS,1,1,0
ALAN W LESCHIED,1,1,0
ALEXANDER THORSTEN NEEF,1,1,0
ALI MUHAMMAD SHAFQAT,1,1,0
ALTIS HUMAN RESOURCES,1,1,0
ANITA BIGUZS,1,1,0
ART DESIGN INTERNATIONAL,1,1,0
BEAUCHAMP TIM,1,1,0
BENITA WARMBOLD,1,1,0
BIGUZS ANITA,1,1,0
BRUCE CAMPBELL,1,1,0
BUSINESS SHERPA GROUP,1,1,0
CALL CENTER PRODUCTS,1,1,0
CAMPBELL RONALD,1,1,0
CANADIAN COUNCIL FOR INTERNATIONAL OPERATION,1,1,0
CAPITAL TRAITEUR PALAIS DES CONGRES DE GATINEAU,1,1,0
CARAHSOFT TECHNOLOGY,1,1,0
CAROL J ANDERSON,1,1,0
CCH CANADIAN,1,1,0
CENTER FOR INTERNET SECURITY,1,1,0
CFN CONSULTANTS,1,1,0
CHATWOOD SUSAN,1,1,0
CHECKBOX SURVEY,1,1,0
CHRYSLER CANADA,1,1,0
CINQ MARS JEAN,1,1,0
COLDFRONT LABS,1,1,0
COLLIN ROY ASSOCIES,1,1,0
COLLINS BARROW OTTAWA,1,1,0
COOK CATHERINE L,1,1,0
CORNELIA GERTRUDE WIEMAN,1,1,0
COURTOIS VALERIE,1,1,0
CROWELL TAMMY L,1,1,0
DASCO DATA PRODUCTS,1,1,0
DNR CONSULTING GROUP,1,1,0
DOYLE CASSIE,1,1,0
DREXHAGE JOHN,1,1,0
DYNAMIC PERSONNEL,1,1,0
E CALF CONSULTING,1,1,0
ECOLE DE LANGUES ABCE,1,1,0
EDMOND MARIO,1,1,0
EMBARCADERO TECHNOLOGIES,1,1,0
ENVIRINGS,1,1,0
ERASMUS REANNA,1,1,0
ERGO INDUSTRIAL SEATING SYSTEMS,1,1,0
EXECHEALTH,1,1,0
EXTRAVISION SECURITY TECHNOLOGIE,1,1,0
FAST TRACK STAFFING,1,1,0
FENTON GORDON ASHLEY,1,1,0
FIRST NATIONS UNIVERSITY OF CANADA,1,1,0
FOUR POINT SOLUTIONS,1,1,0
GEOLITHIUM,1,1,0
GESTION CONSEIL MARIO COTE,1,1,0
GH INFORMATICS SERVICES,1,1,0
GLOBAL PSYCHOLOGICAL SOLUTIONS,1,1,0
GORDON L PORTER,1,1,0
GRAND TOY,1,1,0
H3CREATIVE,1,1,0
HIGHER EDUCATION STRATEGY ASSOCIATES,1,1,0
HYPERTEC,1,1,0
