gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANADIAN CORPS OF COMMISSIONAIRES,83,59,24
LES INDUSTRIES ROUILLARD,50,50,0
FEDERAL EXPRESS CANADA,49,44,5
EXCEL HUMAN RESOURCES,47,35,12
NORTHERN MICRO,46,45,1
RICOH,44,39,5
NISHA TECHONOLOGIES,44,43,1
EBSCO CANADA,40,33,7
TOTEM OFFISOURCE,37,37,0
DELL COMPUTER,35,35,0
COMPUTER MEDIA GROUP,31,31,0
BELL CANADA,27,16,11
PRINTERS PLUS,26,26,0
KNOWLEDGE CIRCLE LEARNING SERVICES,25,22,3
FEDEX EXPRESS CDA,24,23,1
SOFTCHOICE,23,21,2
MINDWIRE SYSTEMS,23,13,10
XEROX,21,11,10
MICROSOFT CANADA,20,18,2
CANON,20,19,1
ALTIS HUMAN RESOURCES,19,13,6
TELUS CANADA,17,17,0
QMR,16,12,4
SIMPLEX GRINNELL,16,5,11
TEKNION,16,15,1
FEDEX FREIGHT,15,15,0
CAPITAL DEDICATED LOGISTICS,15,3,12
CBCI TELECOMCOM,14,14,0
ADVANCED CHIPPEWA TECHNOLOGIES,14,14,0
CRYPTO SOLUTIONS,14,13,1
MEDIA Q,14,9,5
ADRM TECHNOLOGY CONSULTING,13,8,5
4 OFFICE AUTOMATION,13,13,0
CDW CANADA,13,13,0
ART BANK,13,11,2
LUMINA IT,12,11,1
H K COMMUNICATIONS,12,5,7
CISION CANADA,11,6,5
ECOLE DE LANGUES LA CITE,11,10,1
ROGERS,11,3,8
CISION CDA,11,6,5
CEDROM SNI,11,10,1
ARTEMP PERSONNEL SERVICES,11,11,0
KNOWLEDGE CIRCLE,11,10,1
SNAPSTREAM MEDIA,11,7,4
PHASELOCK SYSTEMS,10,10,0
COFOMO,10,5,5
DELOITTE AND TOUCHE,10,10,0
ECONOMIST INTELLIGENCE UNIT,10,3,7
APPLIED ELECTONICS,10,10,0
FACTIVA,10,9,1
EQUINOX LANGUAGE CENTRE,10,8,2
GRAND AND TOY,10,10,0
TURTLE ISLAND STAFFING,9,8,1
HAVER ANALYTICS,9,4,5
FTI CONSULTING CDA,9,5,4
PAYSTATION,9,9,0
NEWFOUND RECRUITING,9,7,2
SYDNEYPLUS INTERNATIONAL,9,3,6
TEK SYSTEMS CANADA,9,6,3
SUSSEX CIRCLE,9,5,4
INTERACTIVE AUDIO VISUAL,9,9,0
CISTEL TECHNOLOGY,9,6,3
ADVANCED BUSINESS INTERIORS,8,7,1
SAMSON AND ASSOCIATES,8,6,2
IBISKA TELECOM,8,5,3
ARI FINANCIAL SERVICES T46163,8,7,1
IHS GLOBAL,8,8,0
AON REED STENHOUSE,8,2,6
LAURIER COMPUTERS,8,7,1
CONFERENCE BOARD OF CANADA OTTAWA,8,8,0
A NET SOLUTIONS,8,7,1
JOHNSONS BUSINESS INTERIORS,8,8,0
SITE SECURE SOFTWARE,8,6,2
CHOQUET ENGRAVING,8,8,0
HARRIS DECIMA,7,7,0
PRICEWATERHOUSE COOPERS,7,6,1
AIR CANADA CARGO,7,7,0
FEDEX TRADE NETWORKS CAN,7,7,0
DYNAMIC PERSONNEL CONSULTANTS,7,4,3
PRODUCTION CASE COMPANY,7,7,0
CANADIAN BROADCASTERS RIGHTS,7,5,2
SUPREMEX,7,7,0
SECURIT RECORDS MANAGEMENT,7,2,5
2259857 ONTARIO,7,7,0
CHUBB EDWARDS,7,6,1
IBM CANADA,6,6,0
BERLITZ LANGUAGE CENTRE,6,4,2
IDN CDA,6,6,0
TRM TECHNOLOGIES,6,6,0
POLLARA,6,5,1
FREEMAN AUDIO VISUAL,6,6,0
FAST FORWARD FRENCH,6,5,1
C D HOWE INSTITUTE,6,6,0
MAPLESOFT CONSULTING,6,5,1
LANNICK CONTRACT SOLUTIONS,6,4,2
SPIRIT STAFFING,6,3,3
THE CANADIAN PRESS,6,3,3
ROUBINI GLOBAL ECONOMICS,6,3,3
BPM CONSULTING,6,6,0
CMG OFFICE INTERIORS,6,6,0
BESPOKE AUDIO VISUAL,5,5,0
BERLITZ CANADA,5,2,3
ACOLE DE LANGUES ABCE,5,5,0
EKOS RESEARCH ASSOCIATES,5,5,0
GLOBAL UPHOLSTERY,5,5,0
FTI REPOSITORY SERVICES,5,3,2
MIREMS,5,2,3
MEDIACO THE PRESENTATION,5,1,4
ECOLE DE LANGUES ABCE,5,5,0
ART WOODS BURO PLUS,5,5,0
EARNSCLIFFE STRATEGY GROUP,5,4,1
LYRECO CANADA,5,5,0
TOYOTA CANADA,5,5,0
LECTRO NET CANADA,5,5,0
LAGER MARKETING,5,5,0
CONTRACT COMMUNITY,5,5,0
IRON MOUNTAIN CANADA,5,5,0
TITUS LABS,5,5,0
RIDEAU RECOGNITION SOLUTIONS,5,5,0
HYPERACTIVE PRODUCTIONS,4,4,0
HAY GROUP,4,4,0
BDO CANADA,4,4,0
PUBLIC POLICY FORUM,4,4,0
QUINTET CONSULTING,4,4,0
GENERAL DYNAMICS,4,4,0
GLOBAL INSIGHT USA,4,2,2
OTRS,4,4,0
POLITICOPRO,4,3,1
NUIX NORTH AMERICA,4,4,0
FRISCHKORN AUDIOVISUAL RENTALS,4,4,0
OPEN STORAGE SOLUTIONS,4,4,0
FORD MOTOR COMPANY,4,4,0
FREEBALANCE,4,4,0
CGI,4,2,2
EVALUATION PERSONNEL SELECTION,4,3,1
NATIONAL ARTS CENTRE,4,4,0
MISHKUMI TECHNOLOGIES,4,3,1
MARKIDO,4,2,2
CARAHSOFT TECHNOLOGY,4,4,0
LMB LES SYSTEMES ET SERVICES,4,4,0
DOCUCOM DIGITAL,4,3,1
ELEMENTAL DATA COLLECTION,4,4,0
NAUTSA MAWT TRIBAL COUNCIL,4,3,1
TAG HR,4,4,0
TES CONTRACT SERVICES,4,3,1
L3 COMMUNICATIONS,4,3,1
KPMG,4,3,1
LABORTEK PERSONNEL SERVICES,4,3,1
CORADIX TECHNOLOGY CONSULTING,4,4,0
ITEX,4,4,0
INTELLIGENCE RESEARCH,4,2,2
COGNIVA INFORMATION SOLUTIONS,4,4,0
SITE INTELLIGENCE GROUP,4,3,1
CNW GROUP,4,4,0
INSTITUTE ON GOVERNANCE,4,4,0
INFOMART A DIVISION OF POSTMEDIA,4,4,0
RAWSON GROUP INITIATIVES,3,3,0
BESPOKE EVENTS,3,3,0
RAYENE BOUZITOUN,3,1,2
HOOTSUITE MEDIA,3,1,2
HORIZANT,3,3,0
RAQUEL GARBERS,3,2,1
RAYMOND CHABOT GRANT THORNTON,3,2,1
PUROLATOR COURIER,3,3,0
QUANTUM MANAGEMENT SERVICES,3,2,1
BDMK CONSULTANTS,3,2,1
GOVERNMENT PROCUREMENT,3,3,0
RHEA,3,2,1
GILMOR ASSOCIATES,3,3,0
GENESIS INTEGRATION,3,3,0
POSTMEDIA NETWORK,3,3,0
GARTNER,3,3,0
NOVA NETWORKS,3,2,1
FTI CONSULTING CANADA,3,2,1
AUSPICE SAFETY,3,3,0
FMC PROFESSIONALS,3,3,0
AEPOS TECHNOLOGIES,3,1,2
CHANNEL MANAGEMENT INTERNATIONAL,3,3,0
FINANCIAL TIMES,3,3,0
OPENTEXT,3,3,0
FAST TRACK STAFFING,3,2,1
ASSOCIATION FOR CANADIAN STUDIES,3,3,0
EUGENE POLISTUK,3,3,0
FAWCETT FILE AND STORAGE,3,3,0
MULTISHRED,3,3,0
EQUIFAX CANADA,3,3,0
CBI WORKPLACE SOLUTIONS,3,3,0
ADR OTTAWA,3,3,0
MINDWELL U TRAINING,3,3,0
MCSS INTERNATIONAL,3,3,0
EUGENE LEON OSCAPELLA,3,1,2
EMERSON SERVICES,3,3,0
ECLIPSYS SOLUTIONS,3,3,0
CARGOLUTION,3,3,0
MAXSYS,3,3,0
DYNAMEX CANADA,3,2,1
FRANCOIS OLIVIER PICARD,3,1,2
DUOSON MULTIMEDIA,3,3,0
DYNAMIX,3,3,0
