owner_acronym,source_year,total_entries,total_source_scraper,total_source_csv,error_entries,error_source_scraper,error_source_csv,total_non_duplicate_entries,total_duplicate_entries
ic,2012,1252,1252,0,0,0,0,1247,5
ic,2013,1330,1330,0,0,0,0,1312,18
ic,2014,1242,1242,0,0,0,0,1224,18
ic,2015,1251,1251,0,0,0,0,1243,8
ic,2016,1323,875,448,0,0,0,1297,26
ic,2017,1569,0,1569,0,0,0,1502,67
ic,2018,1453,0,1453,0,0,0,1427,26
ic,2019,1120,0,1120,0,0,0,1091,29
ic,2020,811,0,811,0,0,0,792,19
ijc,2017,32,0,32,0,0,0,32,0
ijc,2018,34,0,34,0,0,0,34,0
ijc,2019,30,0,30,0,0,0,30,0
ijc,2020,27,0,27,0,0,0,27,0
inac,2013,1210,1210,0,0,0,0,1180,30
inac,2014,1502,1502,0,69,69,0,1485,17
inac,2015,1072,1072,0,52,52,0,1034,38
inac,2016,1037,694,343,44,6,38,1018,19
inac,2017,1386,273,1113,65,14,51,1100,286
inac,2018,513,0,513,0,0,0,458,55
inac,2019,663,0,663,0,0,0,651,12
inac,2020,329,0,329,0,0,0,323,6
inac,,187,0,187,187,0,187,187,0
infra,2006,55,55,0,0,0,0,55,0
infra,2007,108,108,0,0,0,0,107,1
infra,2008,71,71,0,0,0,0,71,0
infra,2009,114,114,0,0,0,0,108,6
infra,2010,110,110,0,0,0,0,106,4
infra,2011,84,84,0,0,0,0,83,1
infra,2012,64,64,0,0,0,0,64,0
infra,2013,48,48,0,0,0,0,48,0
infra,2014,87,87,0,0,0,0,85,2
infra,2015,92,92,0,0,0,0,90,2
infra,2016,146,117,29,0,0,0,143,3
infra,2017,123,0,123,0,0,0,121,2
infra,2018,148,0,148,0,0,0,146,2
infra,2019,133,0,133,0,0,0,132,1
infra,2020,64,0,64,0,0,0,64,0
irb,2019,504,0,504,0,0,0,492,12
irb,2020,274,0,274,0,0,0,273,1
ircc,2010,1638,782,856,568,568,0,1629,9
ircc,2011,1541,942,599,661,661,0,1534,7
ircc,2012,1639,1074,565,214,214,0,1162,477
ircc,2013,1518,887,631,0,0,0,910,608
ircc,2014,1345,738,607,0,0,0,740,605
ircc,2015,1712,861,851,0,0,0,829,883
ircc,2016,1447,607,840,0,0,0,765,682
ircc,2017,848,0,848,0,0,0,810,38
ircc,2018,993,0,993,0,0,0,941,52
ircc,2019,1113,0,1113,0,0,0,1053,60
ircc,2020,757,0,757,0,0,0,744,13
ircc,,5,0,5,5,0,5,5,0
isc,2017,208,0,208,1,0,1,193,15
isc,2018,591,0,591,12,0,12,527,64
isc,2019,633,0,633,0,0,0,578,55
isc,2020,729,0,729,0,0,0,709,20
just,2003,2,2,0,0,0,0,2,0
just,2004,744,744,0,3,3,0,720,24
just,2005,783,783,0,1,1,0,756,27
just,2006,594,594,0,0,0,0,582,12
just,2007,640,640,0,0,0,0,627,13
just,2008,760,760,0,0,0,0,731,29
just,2009,835,835,0,0,0,0,810,25
just,2010,647,647,0,0,0,0,631,16
just,2011,683,683,0,0,0,0,663,20
just,2012,478,478,0,1,1,0,475,3
just,2013,540,540,0,0,0,0,529,11
just,2014,428,428,0,0,0,0,416,12
just,2015,556,556,0,0,0,0,546,10
just,2016,445,218,227,2,0,2,439,6
just,2017,393,0,393,1,0,1,388,5
just,2018,518,0,518,12,0,12,514,4
just,2019,520,0,520,15,0,15,515,5
just,2020,249,0,249,0,0,0,246,3
just,,2,0,2,2,0,2,2,0
lac,2012,77,77,0,0,0,0,77,0
lac,2013,288,288,0,0,0,0,283,5
lac,2014,236,236,0,0,0,0,235,1
lac,2015,196,196,0,1,1,0,193,3
lac,2016,186,117,69,0,0,0,181,5
lac,2017,198,0,198,0,0,0,196,2
lac,2018,208,0,208,0,0,0,205,3
lac,2019,155,0,155,0,0,0,151,4
lac,2020,79,0,79,0,0,0,69,10
mgerc,2015,2,0,2,0,0,0,2,0
mgerc,2016,26,0,26,0,0,0,26,0
mgerc,2017,17,0,17,0,0,0,17,0
mgerc,2018,18,0,18,0,0,0,18,0
mgerc,2019,13,0,13,0,0,0,13,0
mgerc,2020,10,0,10,0,0,0,10,0
mpcc,2016,24,0,24,0,0,0,21,3
mpcc,2017,27,0,27,0,0,0,25,2
mpcc,2018,27,0,27,0,0,0,27,0
mpcc,2019,24,0,24,0,0,0,24,0
mpcc,2020,22,0,22,0,0,0,22,0
nbc,2019,100,0,100,0,0,0,92,8
nbc,2020,21,0,21,0,0,0,21,0
nfb,2016,46,0,46,0,0,0,46,0
nfb,2017,217,0,217,0,0,0,216,1
nfb,2018,145,0,145,0,0,0,144,1
nfb,2019,252,0,252,0,0,0,251,1
nfb,2020,114,0,114,0,0,0,113,1
nfb,,3,0,3,3,0,3,3,0
nrc,2009,2840,0,2840,0,0,0,2828,12
nrc,2010,2734,0,2734,0,0,0,2723,11
nrc,2011,2453,0,2453,0,0,0,2435,18
nrc,2012,2051,0,2051,16,0,16,2042,9
nrc,2013,2387,0,2387,0,0,0,2375,12
nrc,2014,2278,0,2278,0,0,0,2261,17
nrc,2015,2759,0,2759,23,0,23,2684,75
nrc,2016,2931,0,2931,0,0,0,2874,57
nrc,2017,3151,0,3151,24,0,24,3045,106
nrc,2018,3142,0,3142,41,0,41,2991,151
nrc,2019,3244,0,3244,30,0,30,3134,110
nrc,2020,1931,0,1931,7,0,7,1871,60
nrc,,24,0,24,24,0,24,24,0
nrcan,2011,4227,2113,2114,32,32,0,2129,2098
nrcan,2012,4011,2014,1997,349,326,23,2311,1700
nrcan,2013,3953,1976,1977,451,397,54,2358,1595
nrcan,2014,4358,2179,2179,324,222,102,2385,1973
nrcan,2015,4048,2022,2026,56,28,28,2044,2004
nrcan,2016,3369,1214,2155,43,20,23,2111,1258
nrcan,2017,2349,0,2349,90,0,90,2229,120
nrcan,2018,2308,0,2308,87,0,87,2256,52
nrcan,2019,2111,0,2111,50,0,50,2076,35
nrcan,2020,1075,0,1075,0,0,0,1070,5
nrcan,,18,0,18,18,0,18,18,0
nserc,2017,149,0,149,0,0,0,148,1
nserc,2018,207,0,207,0,0,0,187,20
nserc,2019,221,0,221,0,0,0,212,9
nserc,2020,105,0,105,0,0,0,102,3
nsira,2019,13,0,13,0,0,0,13,0
nsira,2020,22,0,22,0,0,0,22,0
oag,2016,130,0,130,48,0,48,129,1
oag,2017,225,0,225,31,0,31,222,3
oag,2018,233,0,233,11,0,11,231,2
oag,2019,276,0,276,27,0,27,273,3
oag,2020,144,0,144,3,0,3,141,3
oag,,8,0,8,8,0,8,8,0
oci,2016,3,0,3,0,0,0,3,0
oci,2017,5,0,5,0,0,0,5,0
oci,2018,7,0,7,0,0,0,6,1
oci,2019,5,0,5,0,0,0,5,0
oci,2020,3,0,3,0,0,0,3,0
ocl,2017,17,0,17,0,0,0,17,0
ocl,2018,27,0,27,0,0,0,27,0
ocl,2019,23,0,23,0,0,0,23,0
ocl,2020,8,0,8,0,0,0,8,0
ocol,2016,22,0,22,0,0,0,22,0
ocol,2017,85,0,85,0,0,0,85,0
ocol,2018,57,0,57,0,0,0,56,1
ocol,2019,52,0,52,0,0,0,52,0
ocol,2020,50,0,50,17,0,17,50,0
ocsec,2020,3,0,3,0,0,0,3,0
oic,2017,32,0,32,0,0,0,32,0
oic,2018,60,0,60,0,0,0,60,0
oic,2019,37,0,37,0,0,0,37,0
oic,2020,27,0,27,0,0,0,27,0
opc,2017,2,0,2,0,0,0,2,0
opc,2018,115,0,115,0,0,0,113,2
opc,2019,121,0,121,0,0,0,121,0
opc,2020,49,0,49,0,0,0,49,0
opc,,95,0,95,95,0,95,95,0
osfi,2016,281,0,281,0,0,0,280,1
osfi,2017,312,0,312,0,0,0,311,1
osfi,2018,337,0,337,0,0,0,331,6
osfi,2019,418,0,418,0,0,0,409,9
osfi,2020,170,0,170,0,0,0,166,4
osgg,2016,33,0,33,0,0,0,27,6
osgg,2017,56,0,56,0,0,0,51,5
osgg,2018,79,0,79,0,0,0,77,2
osgg,2019,65,0,65,0,0,0,60,5
osgg,2020,30,0,30,0,0,0,30,0
oto,2008,6,0,6,0,0,0,6,0
oto,2009,4,0,4,0,0,0,4,0
oto,2011,1,0,1,0,0,0,1,0
oto,2013,4,0,4,0,0,0,4,0
oto,2014,2,0,2,0,0,0,2,0
oto,2016,1,0,1,0,0,0,1,0
pbc,2009,62,0,62,1,0,1,60,2
pbc,2010,76,0,76,0,0,0,74,2
pbc,2011,96,0,96,0,0,0,93,3
pbc,2012,110,0,110,0,0,0,109,1
pbc,2013,90,0,90,0,0,0,89,1
pbc,2014,72,0,72,0,0,0,72,0
pbc,2015,38,0,38,0,0,0,37,1
pbc,2016,7,0,7,0,0,0,7,0
pbc,2017,51,0,51,0,0,0,50,1
pbc,2018,40,0,40,0,0,0,40,0
pbc,2019,96,0,96,0,0,0,96,0
pbc,2020,54,0,54,0,0,0,54,0
pc,2004,1565,1565,0,0,0,0,1541,24
pc,2005,1469,1469,0,0,0,0,1465,4
pc,2006,1880,1880,0,0,0,0,1865,15
pc,2007,1654,1654,0,0,0,0,1645,9
pc,2008,1983,1983,0,3,3,0,1963,20
pc,2009,2347,2347,0,0,0,0,2301,46
pc,2010,2358,2358,0,0,0,0,2348,10
pc,2011,1987,1987,0,0,0,0,1977,10
pc,2012,1715,1715,0,0,0,0,1704,11
pc,2013,2486,2486,0,0,0,0,2472,14
pc,2014,2743,2743,0,0,0,0,2720,23
pc,2015,3653,3632,21,0,0,0,3603,50
pc,2016,3665,2351,1314,0,0,0,3576,89
pc,2017,3793,0,3793,0,0,0,3685,108
pc,2018,3875,0,3875,0,0,0,3715,160
pc,2019,3518,0,3518,0,0,0,3429,89
pc,2020,1933,0,1933,0,0,0,1895,38
pch,2004,2098,1049,1049,0,0,0,1043,1055
pch,2005,1878,939,939,0,0,0,933,945
pch,2006,1826,913,913,0,0,0,911,915
pch,2007,1742,871,871,0,0,0,868,874
pch,2008,1340,670,670,0,0,0,667,673
pch,2009,1294,647,647,0,0,0,637,657
pch,2010,902,451,451,0,0,0,448,454
pch,2011,638,319,319,0,0,0,319,319
pch,2012,384,192,192,0,0,0,188,196
pch,2013,476,238,238,0,0,0,235,241
pch,2014,796,398,398,0,0,0,398,398
pch,2015,770,385,385,0,0,0,383,387
pch,2016,724,179,545,0,0,0,529,195
pch,2017,594,0,594,0,0,0,576,18
pch,2018,309,0,309,0,0,0,301,8
pch,2019,446,0,446,0,0,0,426,20
pch,2020,278,0,278,0,0,0,276,2
pch,,156,0,156,156,0,156,156,0
pco,2004,477,477,0,0,0,0,474,3
pco,2005,526,526,0,0,0,0,516,10
pco,2006,360,360,0,0,0,0,351,9
pco,2007,294,294,0,0,0,0,293,1
pco,2008,314,314,0,0,0,0,313,1
pco,2009,355,355,0,0,0,0,352,3
pco,2010,332,332,0,0,0,0,332,0
pco,2011,286,286,0,0,0,0,285,1
pco,2012,185,185,0,0,0,0,185,0
pco,2013,237,237,0,0,0,0,237,0
pco,2014,172,172,0,0,0,0,172,0
pco,2015,182,182,0,0,0,0,179,3
pco,2016,287,166,121,0,0,0,277,10
pco,2017,378,0,378,0,0,0,375,3
pco,2018,426,0,426,0,0,0,421,5
pco,2019,397,0,397,0,0,0,388,9
pco,2020,186,0,186,0,0,0,182,4
phac,2004,3777,3777,0,3777,3777,0,3777,0
phac,2005,3590,3590,0,3590,3590,0,3590,0
phac,2006,3252,3252,0,3252,3252,0,3252,0
phac,2007,3782,3782,0,3782,3782,0,3782,0
phac,2008,3446,3446,0,3446,3446,0,3446,0
phac,2009,3374,3374,0,3374,3374,0,3374,0
phac,2010,3310,3310,0,1592,1592,0,3273,37
phac,2011,3340,3340,0,6,6,0,3242,98
phac,2012,3079,3079,0,13,13,0,2960,119
phac,2013,2891,2891,0,15,15,0,2706,185
phac,2014,2764,2764,0,50,50,0,2597,167
phac,2015,2343,2343,0,90,90,0,2273,70
phac,2016,1937,1627,310,18,18,0,1872,65
phac,2017,836,0,836,17,0,17,819,17
phac,2018,976,0,976,0,0,0,943,33
phac,2019,925,0,925,6,0,6,892,33
phac,2020,896,0,896,0,0,0,826,70
phac,,5,0,5,5,0,5,5,0
pmprb,2016,15,0,15,0,0,0,15,0
pmprb,2017,24,0,24,0,0,0,24,0
pmprb,2018,28,0,28,0,0,0,28,0
pmprb,2019,24,0,24,0,0,0,24,0
pmprb,2020,16,0,16,0,0,0,16,0
polar,2019,9,0,9,0,0,0,9,0
polar,2020,9,0,9,0,0,0,9,0
ppsc,2006,3,3,0,0,0,0,3,0
ppsc,2007,34,34,0,0,0,0,34,0
ppsc,2008,129,129,0,0,0,0,126,3
ppsc,2009,161,161,0,0,0,0,141,20
ppsc,2010,120,120,0,1,1,0,114,6
ppsc,2011,116,116,0,0,0,0,116,0
ppsc,2012,126,126,0,0,0,0,124,2
ppsc,2013,418,418,0,52,52,0,417,1
ppsc,2014,339,339,0,33,33,0,337,2
ppsc,2015,192,192,0,53,53,0,189,3
ppsc,2016,96,54,42,5,5,0,92,4
ppsc,2017,166,0,166,21,0,21,134,32
ppsc,2018,289,0,289,3,0,3,282,7
ppsc,2019,263,0,263,0,0,0,258,5
ppsc,2020,87,0,87,0,0,0,86,1
ppsc,,24,0,24,24,0,24,24,0
pptc,2010,286,0,286,0,0,0,282,4
pptc,2011,345,0,345,0,0,0,344,1
pptc,2012,204,0,204,0,0,0,204,0
pptc,2013,299,0,299,0,0,0,285,14
pptc,2014,83,0,83,0,0,0,76,7
ps,2004,433,433,0,0,0,0,429,4
ps,2005,318,318,0,0,0,0,317,1
ps,2006,401,401,0,0,0,0,396,5
ps,2007,390,390,0,0,0,0,390,0
ps,2008,340,340,0,0,0,0,338,2
ps,2009,405,405,0,0,0,0,404,1
ps,2010,386,386,0,0,0,0,381,5
ps,2011,391,391,0,0,0,0,385,6
ps,2012,322,322,0,0,0,0,313,9
ps,2013,273,273,0,0,0,0,273,0
ps,2014,282,282,0,5,5,0,279,3
ps,2015,292,292,0,0,0,0,292,0
ps,2016,341,0,341,4,0,4,337,4
ps,2017,272,0,272,3,0,3,262,10
ps,2018,298,0,298,0,0,0,292,6
ps,2019,244,0,244,0,0,0,241,3
ps,2020,123,0,123,0,0,0,118,5
ps,,1,0,1,1,0,1,1,0
psc,2004,162,0,162,0,0,0,161,1
psc,2005,237,0,237,0,0,0,236,1
psc,2006,265,0,265,0,0,0,264,1
psc,2007,333,0,333,0,0,0,329,4
psc,2008,256,0,256,0,0,0,252,4
psc,2009,194,0,194,0,0,0,194,0
psc,2010,158,0,158,0,0,0,158,0
psc,2011,153,0,153,0,0,0,153,0
psc,2012,104,0,104,1,0,1,102,2
psc,2013,29,0,29,0,0,0,28,1
psc,2014,30,0,30,0,0,0,30,0
psc,2015,74,0,74,0,0,0,74,0
psc,2016,66,0,66,10,0,10,66,0
psc,2017,70,0,70,0,0,0,69,1
psc,2018,92,0,92,0,0,0,91,1
psc,2019,78,0,78,0,0,0,78,0
psc,2020,41,0,41,0,0,0,41,0
psic,2016,14,0,14,0,0,0,14,0
psic,2017,19,0,19,0,0,0,19,0
psic,2018,14,0,14,0,0,0,13,1
psic,2019,23,0,23,0,0,0,23,0
psic,2020,18,0,18,0,0,0,18,0
pspc,2004,7254,7254,0,0,0,0,7072,182
pspc,2005,7017,7017,0,0,0,0,6811,206
pspc,2006,6664,6664,0,2,2,0,6335,329
pspc,2007,7332,7332,0,0,0,0,7176,156
pspc,2008,10705,10705,0,0,0,0,10186,519
pspc,2009,9966,9966,0,0,0,0,9734,232
pspc,2010,10598,10598,0,0,0,0,10387,211
pspc,2011,9345,9345,0,0,0,0,9121,224
pspc,2012,9143,9143,0,1,1,0,8311,832
pspc,2013,8141,8141,0,1,1,0,7869,272
pspc,2014,7925,7925,0,0,0,0,7406,519
pspc,2015,7362,7362,0,2,2,0,7175,187
pspc,2016,8210,6018,2192,0,0,0,8029,181
pspc,2017,7990,0,7990,0,0,0,7916,74
pspc,2018,8090,0,8090,0,0,0,7992,98
pspc,2019,7929,0,7929,0,0,0,7823,106
pspc,2020,5052,0,5052,0,0,0,4911,141
rcmp,2004,3513,3513,0,0,0,0,3496,17
rcmp,2005,3773,3773,0,0,0,0,3720,53
rcmp,2006,4007,4007,0,0,0,0,3963,44
rcmp,2007,3976,3976,0,0,0,0,3946,30
rcmp,2008,4544,4544,0,41,41,0,4476,68
rcmp,2009,3471,3471,0,25,25,0,3422,49
rcmp,2010,3595,3595,0,32,32,0,3557,38
rcmp,2011,3429,3429,0,37,37,0,3409,20
rcmp,2012,3249,3249,0,79,79,0,3178,71
rcmp,2013,3499,3499,0,56,56,0,3387,112
rcmp,2014,3536,3536,0,100,100,0,3406,130
rcmp,2015,3724,3724,0,50,50,0,3621,103
rcmp,2016,3987,2622,1365,18,18,0,3920,67
rcmp,2017,4246,0,4246,0,0,0,4103,143
rcmp,2018,3977,0,3977,0,0,0,3831,146
rcmp,2019,3630,0,3630,0,0,0,3550,80
rcmp,2020,2352,0,2352,0,0,0,2261,91
sirc,2015,2,0,2,0,0,0,2,0
sirc,2016,11,0,11,0,0,0,10,1
sirc,2017,21,0,21,0,0,0,21,0
sirc,2018,18,0,18,0,0,0,18,0
sirc,2019,7,0,7,0,0,0,7,0
ssc,2002,1,0,1,1,0,1,1,0
ssc,2011,10,0,10,0,0,0,10,0
ssc,2012,3609,1968,1641,1,1,0,3330,279
ssc,2013,3020,3020,0,0,0,0,3013,7
ssc,2014,1865,1865,0,0,0,0,1853,12
ssc,2015,874,874,0,0,0,0,766,108
ssc,2016,2297,0,2297,0,0,0,2257,40
ssc,2017,3056,0,3056,0,0,0,2891,165
ssc,2018,2455,0,2455,0,0,0,2288,167
ssc,2019,2354,0,2354,0,0,0,2258,96
ssc,2020,1261,0,1261,0,0,0,1212,49
ssc,,1397,0,1397,1397,0,1397,1397,0
sshrc,2017,38,0,38,0,0,0,37,1
sshrc,2018,53,0,53,0,0,0,42,11
sshrc,2019,48,0,48,0,0,0,48,0
sshrc,2020,25,0,25,0,0,0,25,0
sshrc,,1,0,1,1,0,1,1,0
stats,2004,587,587,0,0,0,0,583,4
stats,2005,887,887,0,0,0,0,883,4
stats,2006,647,647,0,0,0,0,647,0
stats,2007,486,486,0,0,0,0,484,2
stats,2008,446,446,0,0,0,0,440,6
stats,2009,632,632,0,0,0,0,623,9
stats,2010,641,641,0,0,0,0,635,6
stats,2011,478,478,0,0,0,0,473,5
stats,2012,254,254,0,0,0,0,253,1
stats,2013,406,406,0,0,0,0,406,0
stats,2014,293,293,0,0,0,0,288,5
stats,2015,402,402,0,0,0,0,396,6
stats,2016,331,132,199,1,0,1,308,23
stats,2017,250,0,250,0,0,0,249,1
stats,2018,172,0,172,0,0,0,172,0
stats,2019,245,0,245,0,0,0,245,0
stats,2020,177,0,177,0,0,0,177,0
swc,2016,15,0,15,0,0,0,15,0
swc,2017,83,0,83,0,0,0,83,0
swc,2018,16,0,16,0,0,0,16,0
tbs,2004,948,399,549,0,0,0,545,403
tbs,2005,858,312,546,0,0,0,540,318
tbs,2006,1113,402,711,0,0,0,704,409
tbs,2007,1047,410,637,0,0,0,633,414
tbs,2008,839,361,478,0,0,0,469,370
tbs,2009,1199,599,600,0,0,0,542,657
tbs,2010,960,480,480,0,0,0,544,416
tbs,2011,863,431,432,0,0,0,421,442
tbs,2012,546,273,273,0,0,0,267,279
tbs,2013,470,232,238,0,0,0,235,235
tbs,2014,409,203,206,0,0,0,203,206
tbs,2015,400,200,200,0,0,0,198,202
tbs,2016,390,164,226,0,0,0,225,165
tbs,2017,265,0,265,0,0,0,263,2
tbs,2018,344,0,344,0,0,0,333,11
tbs,2019,363,0,363,0,0,0,358,5
tbs,2020,159,0,159,0,0,0,158,1
tbs,,1,0,1,1,0,1,1,0
tc,2011,3172,1586,1586,0,0,0,1586,1586
tc,2012,2218,1114,1104,0,0,0,1107,1111
tc,2013,3018,1510,1508,0,0,0,1508,1510
tc,2014,3136,1568,1568,0,0,0,1569,1567
tc,2015,2526,1263,1263,0,0,0,1266,1260
tc,2016,1467,402,1065,0,0,0,1065,402
tc,2017,1508,0,1508,0,0,0,1486,22
tc,2018,1524,0,1524,0,0,0,1514,10
tc,2019,1830,0,1830,0,0,0,1766,64
tc,2020,1277,0,1277,0,0,0,1233,44
tsb,2016,3,0,3,0,0,0,3,0
tsb,2017,64,0,64,2,0,2,64,0
tsb,2018,86,0,86,0,0,0,86,0
tsb,2019,62,0,62,0,0,0,61,1
tsb,2020,43,0,43,0,0,0,43,0
vac,2010,147,0,147,0,0,0,143,4
vac,2011,385,0,385,0,0,0,376,9
vac,2012,399,0,399,0,0,0,393,6
vac,2013,425,0,425,0,0,0,402,23
vac,2014,446,0,446,0,0,0,408,38
vac,2015,545,0,545,0,0,0,480,65
vac,2016,137,0,137,0,0,0,135,2
vac,2017,161,0,161,0,0,0,160,1
vac,2018,336,0,336,0,0,0,330,6
vac,2019,392,0,392,0,0,0,381,11
vac,2020,212,0,212,0,0,0,209,3
vac,,110,0,110,110,0,110,110,0
vrab,2011,9,0,9,0,0,0,9,0
vrab,2012,7,0,7,0,0,0,7,0
vrab,2013,3,0,3,0,0,0,3,0
vrab,2015,8,0,8,0,0,0,8,0
vrab,2016,2,0,2,0,0,0,2,0
vrab,2018,5,0,5,0,0,0,5,0
vrab,2019,9,0,9,0,0,0,9,0
vrab,2020,7,0,7,0,0,0,7,0
vrab,,23,0,23,23,0,23,23,0
wage,2018,41,0,41,0,0,0,41,0
wage,2019,116,0,116,0,0,0,116,0
wage,2020,82,0,82,0,0,0,82,0
wd,2017,4,0,4,4,0,4,4,0
wd,2018,53,0,53,0,0,0,51,2
wd,2019,59,0,59,0,0,0,59,0
wd,2020,25,0,25,0,0,0,24,1
wd,,21,0,21,21,0,21,21,0
