owner_acronym,total_entries,total_contracts,total_amendments
nrc,206,99,107
nrcan,172,146,26
dnd,60,48,12
ec,36,25,11
rcmp,31,18,13
pspc,16,11,5
pc,8,6,2
csc,5,4,1
pch,4,4,0
ircc,3,2,1
dfo,3,3,0
gac,2,2,0
agr,1,1,0
cbsa,1,1,0
