owner_acronym,source_year,total_entries,total_contracts,total_amendments
cra,2010,2,1,1
cra,2011,1,0,1
csc,2011,2,1,1
csc,2012,5,3,2
csc,2014,1,1,0
csc,2016,5,3,2
csc,2017,2,2,0
csc,2018,4,2,2
csc,2019,4,1,3
esdc,2010,1,1,0
hc,2010,44,35,9
hc,2011,62,44,18
hc,2012,36,25,11
hc,2013,48,33,15
hc,2014,32,26,6
hc,2016,1,0,1
isc,2017,1,1,0
isc,2019,4,3,1
just,2010,1,1,0
just,2011,1,1,0
just,2014,3,1,2
just,2017,2,2,0
just,2018,4,3,1
just,2019,3,1,2
phac,2010,44,35,9
phac,2011,62,44,18
phac,2012,36,25,11
phac,2013,48,33,15
phac,2014,32,26,6
phac,2016,1,0,1
phac,2019,1,1,0
stats,2011,2,2,0
stats,2012,1,0,1
stats,2014,1,1,0
stats,2015,1,1,0
stats,2016,1,1,0
stats,2017,1,1,0
tc,2012,1,1,0
tc,2013,1,1,0
tc,2014,1,1,0
vac,2010,1,1,0
vac,2014,2,1,1
vac,2015,4,2,2
