owner_acronym,total_entries,total_contracts,total_amendments
esdc,185,100,85
agr,124,73,51
hc,69,35,34
phac,52,27,25
gac,39,20,19
pspc,35,9,26
nrc,32,16,16
just,32,18,14
rcmp,30,15,15
ec,19,12,7
tbs,18,10,8
ircc,17,10,7
pch,8,5,3
ic,7,5,2
nrcan,6,6,0
pptc,6,5,1
cbsa,5,5,0
nserc,4,3,1
cnsc,2,1,1
ssc,1,1,0
dnd,1,1,0
pc,1,1,0
ppsc,1,1,0
crtc,1,1,0
