owner_acronym,source_year,total_entries,total_contracts,total_amendments
hc,2010,164,68,96
hc,2011,417,186,231
hc,2012,476,144,332
hc,2013,517,163,354
hc,2014,274,116,158
isc,2019,1,1,0
phac,2010,164,66,98
phac,2011,417,187,230
phac,2012,476,141,335
phac,2013,517,160,357
phac,2014,274,116,158
