owner_acronym,source_year,total_entries,total_contracts,total_amendments
csc,2013,1,1,0
csc,2015,1,1,0
csc,2016,1,1,0
csc,2017,1,1,0
csc,2019,2,1,1
dnd,2010,27,22,5
dnd,2011,52,45,7
dnd,2012,26,24,2
dnd,2013,19,15,4
dnd,2014,32,27,5
dnd,2015,19,15,4
dnd,2016,2,2,0
dnd,2017,39,37,2
dnd,2018,35,32,3
dnd,2019,13,13,0
pspc,2015,1,1,0
rcmp,2010,1,1,0
rcmp,2011,4,4,0
rcmp,2012,3,3,0
rcmp,2013,9,9,0
rcmp,2014,13,13,0
rcmp,2015,20,17,3
rcmp,2016,19,18,1
rcmp,2017,34,29,5
rcmp,2018,21,19,2
rcmp,2019,17,17,0
