owner_acronym,total_entries,total_contracts,total_amendments
ircc,213,130,83
ssc,158,111,47
rcmp,86,72,14
dnd,37,33,4
dfo,29,24,5
inac,18,14,4
ec,15,15,0
ps,12,12,0
pch,10,9,1
cra,10,6,4
esdc,8,8,0
pspc,8,8,0
ic,8,7,1
agr,7,5,2
stats,6,6,0
hc,6,6,0
phac,6,6,0
nrc,4,4,0
cbsa,3,3,0
nrcan,3,2,1
pc,3,3,0
elections,3,2,1
pptc,3,3,0
cnsc,3,3,0
cfia,2,2,0
fcac,2,2,0
csc,2,1,1
psc,2,2,0
tbs,2,2,0
infra,2,1,1
tc,1,1,0
fin,1,1,0
iaac,1,1,0
