owner_acronym,source_year,total_entries,total_contracts,total_amendments
acoa,2010,3,3,0
acoa,2011,1,1,0
acoa,2012,1,1,0
acoa,2013,2,2,0
acoa,2015,1,1,0
agr,2013,7,6,1
agr,2014,9,5,4
agr,2015,6,3,3
agr,2016,5,3,2
agr,2017,3,2,1
agr,2018,3,2,1
agr,2019,2,0,2
cas,2016,1,1,0
cas,2018,1,1,0
cas,2019,1,0,1
cbsa,2014,12,12,0
cbsa,2015,25,25,0
cbsa,2016,4,1,3
cbsa,2017,38,28,10
cbsa,2018,3,1,2
cbsa,2019,8,5,3
cc,2010,2,2,0
cc,2012,2,2,0
cc,2013,3,3,0
cc,2014,2,2,0
cc,2015,2,2,0
cc,2016,5,5,0
cc,2017,5,5,0
ced,2011,1,1,0
ced,2013,1,1,0
ced,2014,1,1,0
ced,2015,1,0,1
ced,2018,1,1,0
cfia,2011,2,2,0
cfia,2012,2,2,0
cfia,2013,1,1,0
cfia,2014,1,1,0
cfia,2015,2,2,0
cihr,2016,4,2,2
cihr,2017,1,0,1
cnsc,2010,1,1,0
cnsc,2011,1,1,0
cnsc,2014,2,2,0
cnsc,2015,1,1,0
cnsc,2016,3,3,0
cnsc,2017,1,1,0
cnsc,2018,1,1,0
cnsc,2019,1,1,0
cra,2010,11,8,3
cra,2011,12,4,8
cra,2012,7,6,1
cra,2013,4,4,0
cra,2014,2,1,1
cra,2015,1,1,0
cra,2016,1,0,1
cra,2017,3,1,2
cra,2018,4,2,2
cra,2019,4,2,2
csa,2010,1,1,0
csa,2011,2,2,0
csa,2012,2,2,0
csa,2014,1,1,0
csa,2016,1,1,0
csa,2018,1,1,0
csps,2018,1,1,0
csps,2019,4,2,2
dfo,2011,1,1,0
dfo,2012,1,0,1
dfo,2013,3,3,0
dfo,2014,5,4,1
dfo,2016,2,2,0
dfo,2017,5,5,0
dfo,2018,7,6,1
dfo,2019,8,6,2
dnd,2010,3,1,2
dnd,2011,1,0,1
dnd,2012,1,1,0
dnd,2013,1,1,0
dnd,2014,3,2,1
dnd,2015,6,3,3
dnd,2016,6,3,3
dnd,2017,8,8,0
dnd,2018,8,6,2
dnd,2019,5,4,1
ec,2010,1,1,0
ec,2011,2,2,0
ec,2012,1,1,0
ec,2013,4,3,1
ec,2014,5,4,1
ec,2015,2,2,0
ec,2018,3,3,0
ec,2019,7,6,1
elections,2017,2,2,0
elections,2018,1,0,1
esdc,2010,5,5,0
esdc,2012,2,2,0
esdc,2013,5,5,0
esdc,2014,4,4,0
esdc,2015,8,8,0
esdc,2016,22,21,1
esdc,2017,5,4,1
esdc,2018,23,20,3
esdc,2019,82,49,33
fcac,2010,1,1,0
fcac,2011,1,1,0
fcac,2014,1,1,0
fcac,2016,1,1,0
fcac,2017,5,5,0
fcac,2018,1,1,0
feddev,2011,2,1,1
feddev,2012,5,4,1
feddev,2013,3,1,2
feddev,2014,8,5,3
feddev,2015,1,1,0
feddev,2017,1,1,0
feddev,2019,1,1,0
fin,2010,3,3,0
fin,2011,1,1,0
fin,2012,1,1,0
fintrac,2012,1,1,0
fja,2010,3,3,0
fja,2011,6,6,0
fja,2012,1,1,0
fja,2013,1,1,0
fja,2014,2,2,0
gac,2010,3,3,0
gac,2011,1,1,0
gac,2012,1,1,0
gac,2013,11,11,0
gac,2014,13,13,0
gac,2015,10,8,2
gac,2016,1,1,0
gac,2017,9,7,2
gac,2018,9,7,2
gac,2019,10,7,3
hc,2011,2,2,0
hc,2012,6,4,2
hc,2013,6,5,1
hc,2014,3,3,0
hc,2015,2,2,0
hc,2016,2,2,0
hc,2017,1,1,0
hc,2018,4,4,0
hc,2019,2,2,0
ic,2010,9,8,1
ic,2011,5,2,3
ic,2012,7,4,3
ic,2013,4,2,2
ic,2014,5,3,2
ic,2015,8,4,4
ic,2016,5,5,0
ic,2017,7,5,2
ic,2018,8,5,3
ic,2019,11,9,2
inac,2013,9,6,3
inac,2014,11,10,1
inac,2015,8,6,2
inac,2016,2,1,1
inac,2017,3,2,1
inac,2018,2,0,2
inac,2019,1,1,0
infra,2010,2,1,1
infra,2013,1,1,0
infra,2015,2,2,0
infra,2017,3,1,2
infra,2018,1,1,0
irb,2019,1,1,0
ircc,2010,2,2,0
ircc,2011,2,2,0
ircc,2012,1,1,0
ircc,2013,5,3,2
ircc,2018,2,2,0
ircc,2019,1,0,1
isc,2018,1,1,0
just,2011,1,1,0
just,2013,4,4,0
just,2014,1,1,0
just,2015,1,1,0
just,2016,1,1,0
lac,2017,2,2,0
lac,2018,1,1,0
nfb,2019,1,1,0
nrc,2010,4,3,1
nrc,2011,3,3,0
nrc,2013,3,2,1
nrc,2014,4,4,0
nrc,2016,4,2,2
nrc,2017,7,4,3
nrc,2018,9,4,5
nrc,2019,7,3,4
nrcan,2011,4,4,0
nrcan,2012,5,3,2
nrcan,2013,2,2,0
nrcan,2014,5,5,0
nrcan,2015,5,4,1
nrcan,2016,1,0,1
nrcan,2017,4,3,1
nrcan,2018,10,8,2
nrcan,2019,4,1,3
nserc,2018,1,1,0
oag,2016,2,1,1
oag,2017,16,15,1
oag,2018,11,11,0
oag,2019,17,17,0
opc,2018,1,1,0
opc,2019,1,1,0
osfi,2016,5,3,2
osfi,2017,1,1,0
osfi,2019,1,1,0
pc,2012,1,1,0
pc,2013,1,1,0
pc,2014,2,2,0
pc,2015,1,0,1
pch,2010,16,11,5
pch,2011,10,10,0
pch,2013,1,1,0
pch,2014,3,2,1
pch,2015,1,0,1
pch,2019,2,2,0
pco,2011,3,3,0
pco,2012,1,1,0
pco,2017,1,1,0
pco,2018,1,1,0
pco,2019,4,4,0
phac,2011,2,2,0
phac,2012,6,4,2
phac,2013,6,5,1
phac,2014,3,3,0
phac,2015,2,2,0
phac,2016,1,1,0
phac,2017,1,1,0
phac,2018,1,1,0
ps,2010,4,4,0
ps,2011,5,5,0
ps,2013,2,2,0
ps,2014,1,1,0
ps,2015,1,1,0
ps,2019,1,1,0
psc,2010,1,1,0
psc,2011,1,1,0
psc,2012,1,1,0
psc,2017,1,1,0
psic,2017,1,1,0
pspc,2010,5,5,0
pspc,2011,11,9,2
pspc,2012,5,4,1
pspc,2013,3,3,0
pspc,2014,2,1,1
pspc,2015,1,1,0
pspc,2016,4,2,2
pspc,2017,10,7,3
pspc,2018,13,9,4
pspc,2019,16,13,3
rcmp,2010,2,2,0
rcmp,2011,2,2,0
rcmp,2012,1,1,0
rcmp,2013,2,1,1
rcmp,2015,1,0,1
rcmp,2019,1,1,0
ssc,2012,8,6,2
ssc,2013,9,3,6
ssc,2014,3,3,0
ssc,2015,1,1,0
ssc,2016,2,2,0
ssc,2017,4,3,1
ssc,2018,6,2,4
ssc,2019,4,4,0
stats,2010,2,2,0
stats,2011,5,5,0
stats,2013,1,1,0
stats,2018,1,1,0
stats,2019,2,2,0
tbs,2010,1,1,0
tbs,2011,7,5,2
tbs,2012,3,3,0
tbs,2013,5,5,0
tbs,2014,2,1,1
tbs,2015,6,6,0
tbs,2016,3,2,1
tbs,2017,2,1,1
tbs,2018,4,4,0
tbs,2019,7,5,2
tc,2012,2,2,0
tc,2013,1,0,1
tc,2014,4,2,2
tc,2016,3,3,0
tc,2017,2,0,2
tc,2018,1,1,0
tc,2019,5,4,1
vac,2011,1,1,0
vac,2019,1,1,0
wd,2018,1,1,0
