owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,3,2,1
agr,2014,1,0,1
agr,2015,3,2,1
agr,2016,2,2,0
agr,2017,3,2,1
agr,2018,2,2,0
agr,2019,1,1,0
cer,2016,1,1,0
cer,2017,1,1,0
cer,2018,1,1,0
cer,2019,1,1,0
cnsc,2010,1,1,0
cnsc,2013,1,1,0
cnsc,2014,1,0,1
cnsc,2015,1,0,1
cnsc,2017,1,0,1
cnsc,2019,2,2,0
cpc,2018,1,1,0
cra,2010,2,2,0
cra,2011,2,2,0
cra,2012,2,2,0
cra,2013,1,1,0
cra,2014,1,1,0
cra,2016,1,0,1
cra,2017,1,0,1
cra,2018,1,0,1
csa,2010,1,1,0
csa,2014,1,1,0
csa,2017,2,1,1
csa,2018,2,2,0
csa,2019,3,2,1
csps,2015,1,1,0
csps,2017,1,0,1
csps,2018,1,1,0
csps,2019,1,0,1
dfo,2010,28,19,9
dfo,2011,30,20,10
dfo,2012,25,14,11
dfo,2013,4,3,1
dfo,2014,4,1,3
dfo,2015,3,2,1
dfo,2016,9,5,4
dfo,2017,3,3,0
dfo,2018,3,3,0
dfo,2019,3,1,2
dnd,2010,14,10,4
dnd,2011,11,9,2
dnd,2012,9,5,4
dnd,2013,8,7,1
dnd,2014,13,13,0
dnd,2015,15,12,3
dnd,2016,11,10,1
dnd,2017,15,14,1
dnd,2018,13,12,1
dnd,2019,13,13,0
ec,2010,2,2,0
ec,2011,6,6,0
ec,2012,3,3,0
ec,2013,1,1,0
ec,2014,3,1,2
ec,2015,4,4,0
ec,2017,2,1,1
ec,2018,2,2,0
esdc,2010,2,2,0
esdc,2011,2,2,0
esdc,2012,1,1,0
esdc,2013,1,1,0
esdc,2014,1,1,0
esdc,2015,1,1,0
esdc,2016,1,1,0
esdc,2017,1,1,0
esdc,2018,1,1,0
esdc,2019,1,1,0
fin,2010,1,1,0
fin,2011,2,2,0
fin,2012,2,1,1
fin,2013,2,1,1
fin,2014,2,0,2
fin,2015,2,1,1
fin,2016,2,1,1
fin,2017,1,0,1
fin,2018,1,0,1
fin,2019,1,0,1
gac,2012,3,3,0
gac,2013,3,3,0
gac,2014,5,5,0
gac,2015,3,2,1
gac,2016,3,3,0
gac,2017,1,1,0
gac,2019,2,1,1
hc,2011,1,1,0
ic,2010,8,8,0
ic,2011,6,6,0
ic,2012,4,4,0
ic,2013,5,5,0
ic,2014,5,5,0
ic,2015,9,8,1
ic,2016,6,6,0
ic,2017,5,5,0
ic,2018,4,4,0
ic,2019,7,6,1
inac,2013,2,1,1
inac,2014,1,1,0
inac,2015,1,1,0
inac,2016,2,2,0
inac,2017,1,1,0
inac,2018,2,2,0
inac,2019,2,0,2
infra,2018,1,1,0
infra,2019,1,0,1
ircc,2011,3,3,0
ircc,2012,2,2,0
ircc,2013,1,1,0
ircc,2014,1,1,0
ircc,2015,2,2,0
ircc,2016,1,0,1
ircc,2017,2,1,1
ircc,2018,1,1,0
ircc,2019,1,1,0
isc,2017,1,1,0
isc,2018,2,2,0
isc,2019,1,1,0
just,2011,1,1,0
just,2012,1,1,0
just,2013,1,1,0
just,2014,1,1,0
just,2015,2,2,0
just,2016,1,1,0
just,2017,1,1,0
just,2019,1,1,0
nrc,2010,3,1,2
nrc,2011,3,2,1
nrc,2012,5,0,5
nrc,2013,5,0,5
nrc,2014,4,0,4
nrc,2015,2,0,2
nrc,2016,3,1,2
nrc,2017,6,3,3
nrc,2018,3,3,0
nrc,2019,2,2,0
nrcan,2012,1,1,0
nrcan,2013,1,1,0
nrcan,2014,3,3,0
nrcan,2015,2,0,2
nrcan,2016,1,1,0
nrcan,2017,2,0,2
nrcan,2018,1,0,1
nrcan,2019,1,0,1
nsira,2019,1,1,0
oag,2016,1,1,0
oag,2017,1,1,0
oag,2018,1,1,0
pc,2010,1,1,0
pc,2011,1,1,0
pc,2012,2,2,0
pc,2013,2,2,0
pc,2014,2,2,0
pc,2015,2,1,1
pc,2016,2,1,1
pc,2017,2,1,1
pc,2018,1,1,0
pc,2019,3,2,1
pch,2010,2,2,0
pch,2011,1,0,1
pch,2012,1,0,1
pch,2013,2,2,0
pch,2014,2,2,0
pch,2015,3,2,1
pch,2016,4,4,0
pch,2017,2,2,0
pch,2018,2,2,0
pch,2019,2,2,0
pco,2010,4,3,1
pco,2011,5,2,3
pco,2012,4,2,2
pco,2013,3,3,0
pco,2014,3,3,0
pco,2015,3,3,0
pco,2016,5,4,1
pco,2017,4,4,0
pco,2018,5,5,0
pco,2019,4,4,0
phac,2011,1,1,0
pptc,2010,1,1,0
pptc,2011,1,1,0
pptc,2012,1,1,0
ps,2010,2,2,0
ps,2011,2,2,0
ps,2012,2,2,0
ps,2013,1,1,0
ps,2014,1,1,0
ps,2015,1,1,0
ps,2016,1,1,0
ps,2018,1,1,0
ps,2019,2,2,0
psc,2011,1,1,0
psc,2016,1,1,0
psc,2017,2,2,0
psc,2018,1,1,0
psc,2019,1,1,0
pspc,2010,2,2,0
pspc,2011,2,2,0
pspc,2013,1,1,0
pspc,2014,1,1,0
pspc,2015,1,1,0
pspc,2016,1,0,1
pspc,2019,1,1,0
rcmp,2010,2,0,2
rcmp,2011,1,1,0
rcmp,2013,1,1,0
rcmp,2014,2,2,0
rcmp,2015,1,1,0
rcmp,2016,1,1,0
rcmp,2017,1,1,0
rcmp,2018,2,1,1
rcmp,2019,1,1,0
stats,2010,1,1,0
stats,2011,1,1,0
stats,2014,2,2,0
stats,2015,1,1,0
stats,2017,1,1,0
vac,2011,1,1,0
vac,2012,1,1,0
vac,2013,1,1,0
vac,2014,4,4,0
vac,2015,2,2,0
