owner_acronym,total_entries,total_contracts,total_amendments
pspc,480,341,139
dfo,184,139,45
dnd,105,91,14
pc,87,66,21
gac,40,37,3
ec,27,24,3
agr,25,14,11
nrc,22,20,2
hc,21,20,1
phac,20,19,1
tc,18,16,2
nrcan,18,18,0
inac,6,6,0
iaac,5,5,0
infra,3,2,1
ic,2,2,0
cnsc,1,1,0
csc,1,1,0
