owner_acronym,source_year,total_entries,total_contracts,total_amendments
cbsa,2014,8,8,0
cbsa,2015,3,3,0
cbsa,2016,3,2,1
cbsa,2017,27,13,14
cbsa,2018,13,3,10
cbsa,2019,3,1,2
cfia,2011,10,9,1
cfia,2012,26,12,14
cfia,2013,14,9,5
cfia,2014,8,4,4
cfia,2016,4,2,2
cfia,2017,2,1,1
cnsc,2010,2,2,0
cnsc,2011,2,2,0
cnsc,2012,1,1,0
cra,2011,11,4,7
cra,2012,7,5,2
cra,2013,5,3,2
cra,2014,6,4,2
cra,2015,1,1,0
cra,2016,11,5,6
cra,2017,11,3,8
cra,2018,6,0,6
csa,2014,1,1,0
csa,2015,1,1,0
csps,2018,1,1,0
cta,2018,3,3,0
cta,2019,1,1,0
dfo,2012,2,2,0
dfo,2013,2,0,2
dnd,2010,9,6,3
dnd,2011,15,15,0
dnd,2012,14,9,5
dnd,2013,11,9,2
dnd,2014,7,6,1
dnd,2015,19,14,5
dnd,2016,8,5,3
dnd,2017,13,4,9
dnd,2018,18,10,8
dnd,2019,14,10,4
ec,2014,2,2,0
ec,2019,1,1,0
elections,2019,3,2,1
esdc,2010,1,1,0
esdc,2011,2,2,0
esdc,2012,4,4,0
esdc,2013,20,20,0
esdc,2014,27,27,0
esdc,2015,9,9,0
esdc,2016,2,2,0
esdc,2017,5,3,2
esdc,2018,4,3,1
esdc,2019,1,1,0
fin,2013,1,1,0
fin,2014,1,1,0
fin,2016,1,1,0
fintrac,2012,1,1,0
gac,2010,3,3,0
gac,2011,4,3,1
gac,2012,5,3,2
gac,2013,2,1,1
gac,2014,4,3,1
gac,2015,4,2,2
gac,2016,5,4,1
gac,2017,3,1,2
gac,2018,3,2,1
gac,2019,1,1,0
hc,2012,1,1,0
hc,2014,1,1,0
hc,2015,8,3,5
hc,2017,1,1,0
hc,2018,1,0,1
hc,2019,1,1,0
ic,2011,3,2,1
ic,2012,5,3,2
ic,2013,2,1,1
ic,2017,4,2,2
ic,2018,5,4,1
ic,2019,9,6,3
inac,2013,1,1,0
inac,2014,1,1,0
ircc,2010,1,1,0
ircc,2011,2,1,1
ircc,2012,1,1,0
ircc,2014,2,2,0
ircc,2015,3,2,1
ircc,2016,6,5,1
ircc,2017,2,1,1
ircc,2018,2,2,0
ircc,2019,1,1,0
just,2011,4,4,0
just,2012,4,0,4
just,2015,1,1,0
just,2017,2,2,0
just,2018,2,2,0
just,2019,1,1,0
nrcan,2011,1,1,0
nrcan,2012,1,1,0
nrcan,2014,1,1,0
nrcan,2015,2,2,0
nrcan,2016,1,0,1
nrcan,2017,2,0,2
nrcan,2018,1,0,1
osfi,2016,4,2,2
osfi,2017,5,0,5
osfi,2018,6,1,5
osfi,2019,4,0,4
pc,2011,1,1,0
pch,2010,2,2,0
pch,2011,4,4,0
pch,2012,6,6,0
pch,2013,2,2,0
pch,2014,11,5,6
pch,2015,7,4,3
pch,2016,4,3,1
pch,2017,6,2,4
pch,2018,1,0,1
pch,2019,4,3,1
pco,2013,2,2,0
pco,2014,1,0,1
pco,2015,1,1,0
pco,2018,1,1,0
pco,2019,3,1,2
phac,2012,1,1,0
phac,2014,1,1,0
phac,2015,8,3,5
pptc,2010,1,1,0
pptc,2014,2,2,0
ps,2010,1,1,0
ps,2012,1,1,0
ps,2013,3,3,0
pspc,2010,20,18,2
pspc,2011,23,16,7
pspc,2012,1,1,0
pspc,2013,1,0,1
pspc,2014,2,0,2
pspc,2015,3,1,2
pspc,2016,1,1,0
pspc,2017,2,2,0
pspc,2018,1,1,0
pspc,2019,4,3,1
rcmp,2010,2,1,1
rcmp,2011,1,0,1
rcmp,2014,1,1,0
rcmp,2015,1,0,1
rcmp,2017,1,0,1
rcmp,2018,1,0,1
rcmp,2019,1,0,1
ssc,2012,10,5,5
ssc,2013,16,13,3
ssc,2014,6,3,3
ssc,2015,11,7,4
ssc,2016,14,6,8
ssc,2017,13,6,7
ssc,2018,15,7,8
ssc,2019,7,5,2
tbs,2011,1,1,0
tbs,2015,1,1,0
tbs,2017,2,1,1
tbs,2018,1,1,0
tc,2011,4,4,0
tc,2012,4,3,1
tc,2013,2,0,2
tc,2015,2,2,0
tc,2016,1,1,0
tc,2017,4,3,1
tc,2018,5,3,2
tc,2019,6,5,1
