owner_acronym,total_entries,total_contracts,total_amendments
dnd,764,664,100
csa,149,113,36
nrcan,63,56,7
nrc,28,17,11
dfo,26,24,2
ec,16,15,1
pc,7,7,0
pspc,7,7,0
gac,5,3,2
agr,4,3,1
stats,2,2,0
ic,2,2,0
inac,2,2,0
