owner_acronym,source_year,total_entries,total_contracts,total_amendments
dfo,2010,7,7,0
dfo,2012,7,7,0
dfo,2013,3,1,2
dfo,2014,2,2,0
dfo,2015,7,5,2
dfo,2016,7,4,3
dfo,2017,1,1,0
dfo,2018,1,1,0
dfo,2019,1,1,0
dnd,2014,3,3,0
dnd,2015,1,1,0
dnd,2019,1,1,0
ec,2011,2,2,0
ec,2012,2,2,0
ec,2013,1,1,0
ec,2018,3,2,1
ec,2019,1,1,0
nrcan,2011,7,7,0
nrcan,2012,2,2,0
nrcan,2013,1,1,0
nrcan,2014,2,2,0
nrcan,2015,2,2,0
nrcan,2016,3,3,0
nrcan,2017,1,1,0
nrcan,2018,1,1,0
nrcan,2019,3,3,0
pc,2010,18,14,4
pc,2011,28,22,6
pc,2012,12,8,4
pc,2013,24,23,1
pc,2014,33,30,3
pc,2015,67,52,15
pc,2016,66,39,27
pc,2017,39,21,18
pc,2018,38,26,12
pc,2019,18,9,9
pspc,2010,5,5,0
pspc,2011,1,1,0
pspc,2012,7,6,1
pspc,2013,3,1,2
pspc,2014,8,4,4
pspc,2015,5,2,3
pspc,2016,7,2,5
pspc,2017,1,1,0
pspc,2018,3,3,0
pspc,2019,1,1,0
rcmp,2013,1,1,0
