owner_acronym,total_entries,total_contracts,total_amendments
ssc,215,165,50
nrc,116,114,2
cra,81,78,3
dnd,38,29,9
nrcan,26,25,1
pspc,24,19,5
dfo,18,15,3
ircc,11,7,4
rcmp,8,6,2
hc,8,8,0
phac,8,8,0
ec,6,4,2
ic,5,4,1
pptc,4,1,3
pch,4,2,2
tc,3,3,0
gac,2,2,0
stats,2,2,0
fja,2,2,0
ps,1,1,0
pc,1,1,0
csa,1,1,0
