owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,1,1,0
agr,2014,3,2,1
agr,2016,1,1,0
agr,2018,2,2,0
agr,2019,6,5,1
atssc,2016,2,2,0
atssc,2017,1,1,0
atssc,2019,1,1,0
cannor,2019,1,1,0
cas,2016,1,1,0
cas,2017,1,1,0
cas,2018,3,2,1
cas,2019,8,4,4
cbsa,2014,6,6,0
cbsa,2015,4,3,1
cbsa,2016,8,3,5
cbsa,2017,4,3,1
cbsa,2018,7,6,1
cbsa,2019,10,8,2
cc,2017,2,2,0
cer,2017,1,1,0
cer,2018,1,1,0
cfia,2011,8,6,2
cfia,2012,5,2,3
cfia,2013,3,1,2
cfia,2014,7,4,3
cfia,2015,1,1,0
cfia,2016,3,2,1
cfia,2017,6,2,4
cfia,2018,2,1,1
cfia,2019,2,2,0
cnsc,2010,4,4,0
cnsc,2013,1,1,0
cnsc,2014,2,2,0
cnsc,2015,3,0,3
cnsc,2016,1,1,0
cnsc,2017,8,6,2
cnsc,2018,4,1,3
cnsc,2019,4,3,1
cra,2010,3,2,1
cra,2011,1,0,1
cra,2012,1,1,0
cra,2015,2,1,1
cra,2018,5,4,1
cra,2019,14,7,7
csa,2013,2,2,0
csa,2014,2,2,0
csa,2015,1,1,0
csa,2017,5,3,2
csa,2018,2,2,0
csa,2019,1,1,0
csc,2011,1,1,0
csc,2014,1,1,0
csc,2018,2,2,0
csc,2019,8,5,3
csps,2018,4,4,0
csps,2019,2,1,1
cta,2017,1,1,0
cta,2018,2,1,1
cta,2019,1,1,0
dfo,2010,2,2,0
dfo,2011,2,1,1
dfo,2014,1,1,0
dfo,2015,2,2,0
dfo,2016,9,6,3
dfo,2017,6,3,3
dfo,2018,7,5,2
dfo,2019,2,1,1
dnd,2011,2,2,0
dnd,2012,2,2,0
dnd,2013,4,2,2
dnd,2014,2,2,0
dnd,2015,4,4,0
dnd,2016,1,1,0
dnd,2017,6,5,1
dnd,2018,11,11,0
dnd,2019,10,7,3
ec,2010,6,3,3
ec,2011,3,2,1
ec,2013,6,5,1
ec,2014,4,3,1
ec,2015,4,4,0
ec,2016,3,2,1
ec,2017,3,3,0
ec,2018,7,7,0
ec,2019,6,4,2
elections,2016,1,1,0
elections,2018,1,1,0
elections,2019,1,1,0
esdc,2010,5,5,0
esdc,2011,4,4,0
esdc,2012,5,5,0
esdc,2013,3,3,0
esdc,2014,6,6,0
esdc,2015,5,5,0
esdc,2017,3,3,0
esdc,2018,6,5,1
esdc,2019,15,13,2
feddev,2010,3,2,1
fin,2015,2,2,0
fin,2018,1,1,0
fintrac,2018,1,1,0
fja,2015,1,1,0
gac,2010,6,5,1
gac,2011,5,4,1
gac,2012,6,4,2
gac,2013,8,5,3
gac,2014,4,2,2
gac,2015,3,2,1
gac,2016,4,4,0
gac,2017,4,2,2
gac,2018,3,3,0
gac,2019,4,3,1
hc,2010,7,7,0
hc,2011,10,8,2
hc,2012,16,10,6
hc,2013,13,8,5
hc,2014,8,6,2
hc,2015,9,6,3
hc,2016,8,5,3
hc,2017,10,8,2
hc,2018,9,6,3
hc,2019,5,1,4
iaac,2013,1,1,0
iaac,2017,1,1,0
ic,2010,3,3,0
ic,2011,1,1,0
ic,2017,3,3,0
ic,2018,1,1,0
ic,2019,2,2,0
inac,2013,1,1,0
inac,2014,7,5,2
inac,2015,4,4,0
inac,2016,5,4,1
inac,2017,11,7,4
inac,2018,3,3,0
inac,2019,8,6,2
infra,2010,4,3,1
infra,2012,3,3,0
infra,2013,1,1,0
infra,2016,3,3,0
infra,2017,1,1,0
infra,2018,1,1,0
infra,2019,1,1,0
irb,2019,6,6,0
ircc,2010,1,1,0
ircc,2011,1,1,0
ircc,2013,1,1,0
ircc,2014,4,3,1
ircc,2017,2,1,1
isc,2017,2,1,1
isc,2018,7,7,0
isc,2019,12,10,2
just,2010,2,2,0
just,2011,2,2,0
just,2012,5,3,2
just,2013,6,2,4
just,2014,3,1,2
just,2015,1,1,0
just,2018,2,2,0
mgerc,2016,4,3,1
mgerc,2017,2,1,1
mpcc,2016,1,1,0
nrc,2010,2,1,1
nrc,2011,7,4,3
nrc,2012,3,3,0
nrc,2013,3,2,1
nrc,2014,1,0,1
nrc,2015,2,2,0
nrc,2016,1,1,0
nrc,2017,1,0,1
nrc,2018,1,1,0
nrc,2019,2,1,1
nrcan,2011,1,1,0
nrcan,2012,1,1,0
nrcan,2013,5,5,0
nrcan,2014,5,1,4
nrcan,2015,3,2,1
nrcan,2016,1,1,0
nrcan,2017,4,3,1
nrcan,2018,2,2,0
nrcan,2019,7,5,2
nserc,2019,1,1,0
oci,2016,1,1,0
oci,2017,2,0,2
oci,2018,1,1,0
oci,2019,1,0,1
ocol,2016,1,1,0
ocol,2019,2,2,0
pc,2011,1,1,0
pc,2016,3,2,1
pc,2017,1,1,0
pc,2018,1,1,0
pc,2019,1,1,0
pch,2010,1,1,0
pch,2012,1,1,0
pch,2015,2,2,0
pch,2017,2,1,1
pco,2010,2,2,0
pco,2011,5,1,4
pco,2012,1,1,0
pco,2013,2,2,0
pco,2014,2,2,0
pco,2015,1,1,0
pco,2016,1,1,0
pco,2017,2,2,0
phac,2010,7,7,0
phac,2011,10,8,2
phac,2012,16,10,6
phac,2013,13,8,5
phac,2014,8,6,2
phac,2015,9,6,3
phac,2016,8,6,2
phac,2017,7,4,3
phac,2018,3,3,0
phac,2019,1,1,0
ps,2011,5,5,0
ps,2012,1,1,0
ps,2013,3,3,0
ps,2014,2,2,0
ps,2015,6,6,0
ps,2016,1,1,0
ps,2017,3,1,2
ps,2018,6,4,2
ps,2019,4,3,1
psc,2011,1,1,0
psc,2014,1,1,0
psc,2019,1,1,0
pspc,2010,19,9,10
pspc,2011,10,8,2
pspc,2012,8,6,2
pspc,2013,4,2,2
pspc,2014,12,9,3
pspc,2015,5,4,1
pspc,2016,5,4,1
pspc,2017,3,2,1
pspc,2018,7,5,2
pspc,2019,13,12,1
rcmp,2019,1,1,0
sirc,2015,1,1,0
sirc,2016,2,2,0
sirc,2018,1,1,0
ssc,2012,7,6,1
ssc,2013,7,5,2
ssc,2014,1,0,1
ssc,2016,2,2,0
ssc,2017,3,2,1
ssc,2018,4,3,1
ssc,2019,4,3,1
stats,2010,3,3,0
stats,2011,1,1,0
stats,2017,1,1,0
stats,2018,2,2,0
tbs,2010,5,1,4
tbs,2011,2,2,0
tbs,2012,3,2,1
tbs,2013,3,2,1
tbs,2014,3,2,1
tbs,2015,2,2,0
tbs,2016,4,2,2
tbs,2017,3,3,0
tbs,2018,4,4,0
tbs,2019,10,8,2
tc,2011,14,12,2
tc,2012,13,6,7
tc,2013,6,4,2
tc,2014,9,6,3
tc,2015,7,6,1
tc,2016,3,1,2
tc,2017,5,4,1
tc,2018,3,2,1
tc,2019,5,3,2
tsb,2018,1,1,0
vac,2013,2,1,1
vac,2014,6,5,1
vac,2015,2,2,0
vac,2017,2,2,0
vac,2019,2,2,0
vrab,2015,1,1,0
wage,2018,1,1,0
wage,2019,4,4,0
