owner_acronym,total_entries,total_contracts,total_amendments
esdc,57,57,0
dfo,47,36,11
dnd,40,23,17
nrc,34,19,15
ec,23,17,6
pspc,20,4,16
agr,17,7,10
nrcan,10,7,3
ssc,9,6,3
vac,8,8,0
gac,8,7,1
csc,7,7,0
cfia,7,6,1
tc,5,5,0
hc,5,5,0
cta,4,1,3
ppsc,4,4,0
elections,4,4,0
oci,3,2,1
csa,2,2,0
rcmp,2,2,0
tbs,2,1,1
cas,1,1,0
ps,1,1,0
ic,1,1,0
just,1,1,0
cer,1,1,0
oic,1,1,0
pch,1,1,0
phac,1,1,0
