owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2014,2,1,1
agr,2019,1,1,0
cbsa,2014,1,1,0
cer,2017,4,3,1
cer,2018,1,0,1
cer,2019,1,0,1
cfia,2011,1,1,0
cfia,2014,1,1,0
cnsc,2011,2,2,0
cnsc,2012,2,2,0
cnsc,2013,1,1,0
cnsc,2014,1,1,0
csc,2015,2,2,0
csc,2018,1,1,0
csc,2019,1,1,0
dfo,2010,27,19,8
dfo,2011,21,14,7
dfo,2012,15,11,4
dfo,2013,18,11,7
dfo,2014,8,5,3
dfo,2015,11,9,2
dfo,2016,24,18,6
dfo,2017,26,22,4
dfo,2018,16,14,2
dfo,2019,18,17,1
dnd,2010,66,51,15
dnd,2011,81,58,23
dnd,2012,64,60,4
dnd,2013,34,32,2
dnd,2014,37,34,3
dnd,2015,33,32,1
dnd,2016,22,21,1
dnd,2017,7,6,1
dnd,2018,35,31,4
dnd,2019,41,21,20
ec,2010,7,7,0
ec,2011,4,3,1
ec,2012,2,2,0
ec,2013,4,4,0
ec,2014,3,3,0
ec,2015,2,2,0
ec,2016,1,1,0
ec,2018,4,4,0
ec,2019,2,2,0
esdc,2010,2,2,0
esdc,2011,7,7,0
esdc,2012,2,2,0
esdc,2013,1,1,0
esdc,2014,7,7,0
gac,2010,12,12,0
gac,2011,14,11,3
gac,2013,3,3,0
gac,2019,1,1,0
hc,2010,1,1,0
hc,2011,1,1,0
hc,2013,1,1,0
hc,2014,1,0,1
hc,2015,1,1,0
ic,2010,4,4,0
ic,2011,8,8,0
ic,2012,6,6,0
ic,2013,3,3,0
ic,2014,5,5,0
ic,2016,2,2,0
ic,2017,2,2,0
ic,2019,2,2,0
inac,2013,2,1,1
inac,2014,3,3,0
inac,2015,4,3,1
inac,2016,6,6,0
inac,2017,5,3,2
inac,2018,1,1,0
inac,2019,7,3,4
ircc,2010,2,2,0
ircc,2011,2,1,1
ircc,2012,1,1,0
ircc,2013,1,1,0
isc,2018,2,2,0
just,2013,1,1,0
just,2014,1,1,0
nrc,2010,3,3,0
nrc,2011,2,2,0
nrc,2012,5,4,1
nrc,2013,2,2,0
nrc,2014,9,9,0
nrc,2015,7,7,0
nrc,2016,25,20,5
nrc,2017,33,27,6
nrc,2018,18,11,7
nrc,2019,14,10,4
nrcan,2011,1,1,0
pbc,2010,1,1,0
pc,2010,1,1,0
pc,2011,1,1,0
pc,2012,1,1,0
pc,2013,4,2,2
pc,2014,5,4,1
pc,2015,25,19,6
pc,2016,26,14,12
pc,2017,26,13,13
pc,2018,18,5,13
pc,2019,18,3,15
pch,2010,1,1,0
phac,2010,1,1,0
phac,2011,1,1,0
phac,2013,1,1,0
phac,2014,1,0,1
phac,2015,1,1,0
ppsc,2013,1,1,0
ppsc,2014,1,1,0
pptc,2010,3,2,1
pptc,2011,1,1,0
pptc,2012,1,1,0
pptc,2013,1,1,0
pspc,2010,67,62,5
pspc,2011,94,76,18
pspc,2012,109,73,36
pspc,2013,77,58,19
pspc,2014,61,45,16
pspc,2015,58,40,18
pspc,2016,73,52,21
pspc,2017,84,52,32
pspc,2018,75,39,36
pspc,2019,53,30,23
rcmp,2010,8,8,0
rcmp,2011,6,6,0
rcmp,2012,15,14,1
rcmp,2013,11,11,0
rcmp,2014,8,8,0
rcmp,2015,1,1,0
rcmp,2018,1,1,0
ssc,2014,1,1,0
tc,2011,8,7,1
tc,2012,5,4,1
tc,2013,6,6,0
tc,2014,9,9,0
tc,2015,6,6,0
tc,2016,9,7,2
tc,2017,1,1,0
tc,2018,3,3,0
tc,2019,4,4,0
