owner_acronym,total_entries,total_contracts,total_amendments
pspc,751,527,224
dnd,420,346,74
dfo,184,140,44
pc,125,63,62
nrc,118,95,23
tc,51,47,4
rcmp,50,49,1
ic,32,32,0
gac,30,27,3
ec,29,28,1
inac,28,20,8
esdc,19,19,0
ircc,6,5,1
cer,6,3,3
cnsc,6,6,0
pptc,6,5,1
hc,5,4,1
phac,5,4,1
csc,4,4,0
agr,3,2,1
isc,2,2,0
ppsc,2,2,0
cfia,2,2,0
just,2,2,0
cbsa,1,1,0
nrcan,1,1,0
pch,1,1,0
pbc,1,1,0
ssc,1,1,0
