owner_acronym,total_entries,total_contracts,total_amendments
esdc,142,70,72
ec,68,49,19
tbs,54,23,31
pspc,51,33,18
agr,50,27,23
ircc,45,31,14
rcmp,29,14,15
dnd,25,15,10
tc,25,14,11
gac,22,14,8
ic,18,10,8
hc,17,10,7
phac,15,9,6
cbsa,14,6,8
pptc,14,12,2
dfo,13,5,8
pc,13,5,8
nrcan,9,6,3
inac,8,7,1
pch,8,7,1
ssc,4,3,1
vac,3,2,1
csc,3,2,1
csa,3,3,0
osfi,3,1,2
just,2,1,1
ced,2,2,0
cnsc,2,1,1
psc,1,1,0
stats,1,1,0
oag,1,1,0
ps,1,1,0
