owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2014,1,1,0
cbsa,2014,2,2,0
cbsa,2016,2,1,1
cbsa,2017,1,0,1
cfia,2011,4,4,0
cfia,2012,15,10,5
cfia,2013,24,15,9
cfia,2014,37,20,17
cfia,2015,18,5,13
cfia,2016,19,6,13
cfia,2017,12,3,9
cfia,2018,7,2,5
cfia,2019,2,0,2
chrc,2018,1,1,0
cihr,2016,1,1,0
cnsc,2011,1,1,0
cnsc,2013,3,2,1
cnsc,2014,3,1,2
cra,2010,1,1,0
cra,2015,1,1,0
cra,2016,2,1,1
cra,2017,1,0,1
csa,2010,2,2,0
csa,2011,1,1,0
csa,2012,2,2,0
csa,2014,1,1,0
csa,2015,3,3,0
csa,2016,2,2,0
csa,2017,1,0,1
csa,2018,1,0,1
csc,2015,1,1,0
csc,2016,2,2,0
csc,2017,1,1,0
dfo,2010,5,4,1
dfo,2011,3,1,2
dfo,2012,13,6,7
dfo,2013,5,5,0
dfo,2014,7,5,2
dfo,2015,6,5,1
dfo,2016,6,4,2
dfo,2017,3,1,2
dfo,2018,3,1,2
dfo,2019,4,3,1
dnd,2010,2,2,0
dnd,2011,7,7,0
dnd,2012,12,11,1
dnd,2013,12,9,3
dnd,2014,11,9,2
dnd,2015,16,12,4
dnd,2016,2,1,1
dnd,2017,3,1,2
dnd,2018,2,2,0
dnd,2019,3,1,2
ec,2010,15,8,7
ec,2011,7,2,5
ec,2012,1,1,0
ec,2014,2,2,0
ec,2015,2,1,1
ec,2019,1,1,0
elections,2016,3,3,0
elections,2017,3,1,2
esdc,2012,1,1,0
esdc,2018,3,3,0
fcac,2017,1,1,0
fcac,2019,1,1,0
feddev,2012,1,1,0
feddev,2014,4,1,3
feddev,2015,2,0,2
fin,2010,2,1,1
fintrac,2019,1,1,0
gac,2010,18,16,2
gac,2011,12,11,1
gac,2012,6,4,2
gac,2013,4,3,1
gac,2014,2,1,1
gac,2015,5,3,2
gac,2016,12,8,4
gac,2017,21,13,8
gac,2018,17,8,9
gac,2019,13,9,4
hc,2010,1,1,0
hc,2011,1,1,0
hc,2012,8,6,2
hc,2013,11,10,1
hc,2014,8,7,1
hc,2015,11,5,6
hc,2016,15,10,5
hc,2017,11,5,6
hc,2018,15,7,8
hc,2019,11,4,7
ic,2010,2,2,0
ic,2011,4,3,1
ic,2012,8,6,2
ic,2013,4,2,2
ic,2014,11,8,3
ic,2015,6,5,1
ic,2016,9,6,3
ic,2017,14,8,6
ic,2018,15,9,6
ic,2019,9,4,5
inac,2014,3,3,0
inac,2015,1,0,1
inac,2016,3,2,1
inac,2017,1,1,0
inac,2018,3,3,0
ircc,2010,7,4,3
ircc,2011,10,7,3
ircc,2012,2,1,1
ircc,2013,4,3,1
ircc,2014,1,1,0
ircc,2015,3,2,1
ircc,2018,1,1,0
ircc,2019,2,1,1
isc,2018,2,2,0
just,2011,1,1,0
just,2012,4,2,2
just,2013,4,2,2
just,2014,1,1,0
just,2015,3,2,1
just,2016,1,0,1
just,2018,5,4,1
just,2019,3,1,2
lac,2014,1,1,0
lac,2016,2,1,1
lac,2017,2,1,1
nrc,2010,8,6,2
nrc,2011,7,5,2
nrc,2012,5,5,0
nrc,2013,6,3,3
nrc,2014,7,4,3
nrc,2017,1,1,0
nrc,2018,2,1,1
nrc,2019,3,2,1
nrcan,2011,7,6,1
nrcan,2012,4,2,2
nrcan,2013,1,1,0
nrcan,2015,1,1,0
nrcan,2018,2,2,0
nrcan,2019,4,3,1
nserc,2019,2,1,1
oag,2019,1,1,0
ocl,2019,2,2,0
oic,2017,1,1,0
opc,2018,8,5,3
opc,2019,1,0,1
osfi,2018,1,1,0
pc,2015,1,1,0
pch,2012,1,1,0
pch,2015,2,2,0
pco,2012,1,1,0
phac,2010,1,1,0
phac,2011,1,1,0
phac,2012,8,6,2
phac,2013,11,10,1
phac,2014,8,7,1
phac,2015,11,5,6
phac,2016,13,10,3
phac,2017,3,1,2
phac,2018,2,0,2
phac,2019,1,1,0
pmprb,2018,1,1,0
ppsc,2013,1,1,0
pptc,2010,2,1,1
ps,2010,1,1,0
ps,2015,1,1,0
ps,2016,1,1,0
ps,2018,4,2,2
ps,2019,1,1,0
psc,2011,1,1,0
psc,2014,2,1,1
psc,2019,1,1,0
pspc,2010,51,27,24
pspc,2011,35,21,14
pspc,2012,27,16,11
pspc,2013,18,14,4
pspc,2014,10,9,1
pspc,2015,10,8,2
pspc,2016,21,11,10
pspc,2017,9,5,4
pspc,2018,11,4,7
pspc,2019,12,3,9
ssc,2012,6,3,3
ssc,2013,1,1,0
ssc,2014,5,2,3
ssc,2015,1,0,1
ssc,2016,4,2,2
ssc,2017,3,2,1
ssc,2018,12,3,9
ssc,2019,4,1,3
stats,2012,2,2,0
stats,2013,3,3,0
stats,2014,2,2,0
stats,2016,1,1,0
stats,2018,1,1,0
stats,2019,2,2,0
swc,2018,2,2,0
tbs,2011,3,1,2
tbs,2012,2,2,0
tbs,2013,3,1,2
tbs,2014,3,2,1
tbs,2015,2,2,0
tbs,2016,2,2,0
tbs,2017,2,2,0
tbs,2018,3,3,0
tbs,2019,2,1,1
tc,2011,2,2,0
tc,2012,4,2,2
tc,2013,5,2,3
tc,2016,1,1,0
tc,2017,2,2,0
