owner_acronym,total_entries,total_contracts,total_amendments
gac,122,69,53
rcmp,105,44,61
pspc,87,64,23
inac,30,24,6
hc,30,15,15
ssc,17,8,9
phac,16,11,5
tc,14,12,2
ircc,10,3,7
tbs,10,5,5
ec,9,6,3
lac,7,4,3
ps,6,5,1
esdc,5,4,1
dnd,5,4,1
cra,5,4,1
isc,4,4,0
cbsa,3,2,1
ic,3,1,2
nrcan,3,3,0
nrc,2,1,1
pco,2,2,0
pptc,1,1,0
psc,1,1,0
just,1,1,0
fin,1,1,0
csps,1,1,0
cnsc,1,1,0
cfia,1,1,0
pch,1,1,0
vac,1,1,0
pc,1,1,0
