owner_acronym,total_entries,total_contracts,total_amendments
cra,408,159,249
cbsa,95,52,43
ssc,80,42,38
tc,65,48,17
rcmp,52,27,25
dnd,34,21,13
gac,29,9,20
ic,18,6,12
inac,17,17,0
ircc,16,10,6
esdc,13,13,0
vac,12,4,8
pspc,7,5,2
cnsc,6,3,3
ec,5,5,0
cfia,5,4,1
hc,4,2,2
fja,4,3,1
phac,4,2,2
stats,1,1,0
tbs,1,1,0
atssc,1,1,0
csc,1,1,0
