owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,13,9,4
agr,2014,7,4,3
agr,2015,11,5,6
agr,2016,11,5,6
agr,2017,12,8,4
agr,2018,1,0,1
agr,2019,1,0,1
cbsa,2014,10,10,0
cbsa,2015,22,22,0
cbsa,2016,9,7,2
cbsa,2017,48,32,16
cbsa,2018,52,18,34
cbsa,2019,15,10,5
cnsc,2010,4,2,2
cnsc,2011,6,3,3
cnsc,2012,3,2,1
cnsc,2013,3,3,0
cnsc,2014,5,0,5
cnsc,2015,2,2,0
cnsc,2016,3,0,3
cra,2010,217,88,129
cra,2011,202,62,140
cra,2012,204,81,123
cra,2013,132,62,70
cra,2014,86,54,32
cra,2015,47,43,4
cra,2016,179,67,112
cra,2017,195,34,161
cra,2018,229,46,183
cra,2019,213,47,166
dfo,2011,2,1,1
dfo,2018,1,1,0
dnd,2010,3,0,3
dnd,2011,2,0,2
dnd,2012,6,4,2
dnd,2013,3,1,2
dnd,2014,7,4,3
dnd,2015,3,2,1
dnd,2016,4,2,2
dnd,2017,1,0,1
dnd,2018,2,2,0
dnd,2019,1,0,1
ec,2010,10,8,2
ec,2011,11,10,1
ec,2012,20,11,9
ec,2013,40,21,19
ec,2014,16,12,4
ec,2015,10,9,1
ec,2016,6,4,2
ec,2017,3,3,0
ec,2018,1,1,0
ec,2019,1,0,1
elections,2017,1,1,0
elections,2018,1,1,0
esdc,2010,3,3,0
esdc,2011,8,8,0
esdc,2012,8,8,0
esdc,2013,38,38,0
esdc,2014,40,40,0
esdc,2015,22,22,0
esdc,2016,14,8,6
esdc,2017,6,1,5
esdc,2018,10,5,5
esdc,2019,23,3,20
fin,2017,2,1,1
gac,2010,2,2,0
gac,2011,11,10,1
gac,2012,12,8,4
gac,2013,19,5,14
gac,2014,14,7,7
gac,2015,13,4,9
gac,2016,4,0,4
gac,2017,6,3,3
gac,2018,7,5,2
gac,2019,14,8,6
hc,2010,1,1,0
hc,2011,4,3,1
hc,2012,1,1,0
hc,2015,1,1,0
hc,2018,1,1,0
ic,2010,4,3,1
ic,2011,4,2,2
ic,2012,5,2,3
ic,2013,9,2,7
ic,2014,8,5,3
ic,2015,11,7,4
ic,2016,16,9,7
ic,2017,34,17,17
ic,2018,42,17,25
ic,2019,28,13,15
irb,2019,4,3,1
ircc,2010,20,17,3
ircc,2011,11,1,10
ircc,2012,19,8,11
ircc,2013,12,7,5
ircc,2014,14,12,2
ircc,2015,25,19,6
ircc,2016,35,24,11
ircc,2017,29,23,6
ircc,2018,67,32,35
ircc,2019,83,40,43
just,2010,3,1,2
just,2011,2,2,0
just,2012,1,1,0
just,2013,1,0,1
nrcan,2011,1,1,0
nrcan,2012,4,3,1
nrcan,2013,1,1,0
nrcan,2014,9,4,5
nrcan,2015,4,0,4
nrcan,2016,3,2,1
nrcan,2017,3,1,2
nrcan,2018,4,2,2
nrcan,2019,6,2,4
nserc,2018,1,1,0
osfi,2016,13,4,9
osfi,2017,10,3,7
osfi,2018,13,2,11
osfi,2019,9,1,8
pc,2013,6,3,3
pc,2014,2,0,2
pc,2015,1,0,1
pc,2016,1,0,1
pc,2017,2,0,2
pch,2010,1,0,1
pch,2011,2,1,1
pch,2014,1,1,0
pco,2011,2,2,0
pco,2012,1,1,0
phac,2010,1,1,0
phac,2011,4,3,1
phac,2012,1,1,0
phac,2015,1,1,0
pspc,2010,19,18,1
pspc,2011,5,4,1
pspc,2012,2,2,0
pspc,2013,1,1,0
pspc,2014,1,0,1
rcmp,2011,1,1,0
rcmp,2013,5,2,3
rcmp,2014,3,1,2
rcmp,2015,12,3,9
rcmp,2016,6,0,6
rcmp,2017,5,0,5
rcmp,2019,6,3,3
ssc,2012,5,3,2
ssc,2013,12,5,7
ssc,2014,7,1,6
ssc,2015,3,3,0
ssc,2016,1,1,0
ssc,2017,4,2,2
ssc,2018,6,4,2
ssc,2019,2,0,2
stats,2015,1,1,0
tbs,2010,1,0,1
tbs,2011,5,3,2
tbs,2012,6,4,2
tbs,2013,2,1,1
tbs,2014,3,1,2
tbs,2016,2,0,2
tc,2011,7,4,3
tc,2012,2,1,1
tc,2013,2,1,1
tc,2014,1,0,1
tc,2015,1,0,1
tc,2017,1,1,0
tc,2018,2,1,1
tc,2019,19,13,6
